CHEM_COMP_ID
LZC
ZIP
ES4
HH5
JYM
ATP
ADP
SZL
MBP
CMG
N69
207
IM9
X03
Z30
Z46
HGW
HHN
CIG
X85
8QT
HH8
MFR
MHR
D6I
R0N
FCQ
RC8
LZB
LZM
26D
HEW
HHT
1Y6
ESJ
WG8
RFZ
TBS
LZ1
9ZB
AEQ
HGH
T2A
HHB
FAP
FCP
U32
27Z
02Z
3I6
6AE
CK7
T9N
16K
CK4
CK5
T3E
19K
FB8
FRT
P49
ST8
4SP
N20
N76
N41
55S
NU5
2A6
6CP
0BY
FC8
23D
CK8
CK6
20K
18K
FRV
I1P
HDY
HDT
X0A
72L
PO5
LZ4
U55
CT7
FBL
FAL
0BX
BWP
BYP
2AN
DT1
DT5
MFQ
MFP
3FP
QQ2
PDY
DT4
DT2
CT9
PVB
DTQ
Z02
X6A
X63
X62
X72
X88
X86
24Z
X73
X07
X75
X69
X87
22Z
X4B
X84
X76
F18
BLZ
NNN
RRC
OLO
NS9
19Z
X96
XA0
X9I
X65
I73
I74
I17
CK9
404
SBC
JWS
X06
X67
X01
X11
X66
9Z2
75X
G6T
SQ9
SCX
3SC
SC8
SCF
6SC
2SC
SCJ
5SC
4QE
2WC
SCZ
SCW
SC9
D23
EZR
EZV
A28
6ZK
SCQ
A27
A07
CT8
CT6
HJK
2BZ
HDU
VAR
LZ2
Z19
MFZ
5JE
9YZ
AAK
LIG
WXV
5BP
NW1
3QS
18Z
Z04
Z14
T6Q
T3C
SCE
PMU
CK1
CK2
CK3
BYZ
PYZ
1QK
X19
P48
TIY
HGQ
WY3
6QB
F9Z
371
0S0
CDK
Y8L
1CD
D05
PY8
62K
LS1
LS5
LS4
LS2
45K
42K
61K
LS3
5BN
60K
SU9
FMD
B49
48K
INR
BRY
RYU
46K
STU
UCN
B98
C62
106
107
HMD
1RO
UN4
HHQ
HGK
RJI
X35
X3A
12Z
Z63
Z60
09Z
X40
07Z
08Z
50Z
Z62
X02
X46
X44
X43
X64
04Z
25Z
X42
26Z
99Z
X36
03Z
56Z
06Z
21Z
LIA
Z68
628
PM1
20Z
O1Z
I19
Z31
TJF
56H
1CK
2PU
03K
4CK
7YG
1PU
LZ7
LZ5
LZ3
X6B
Z67
Z71
HHW
D42
LQ5
N5B
LZ8
LZ9
LZE
LZA
LZD
L0F
ZXC
X14
2KD
1N3
514
U73
1YG
EFQ
EFP
09K
11K
529
740
10K
292
D31
889
T7Z
6AF
C53
C94
C95
C96
C75
C85
MTW
MTZ
X1N
3TI
MGF
SGM

