CHEM_COMP_ID,SMILES
TPU,c1ncc(Cn2ccnn2)cn1
TPW,c1ncc(Cc2ccsc2)cn1
TQQ,N=C1C=Cc2cc[nH]c2C1=O
TRQ,O=C1C=Cc2cc[nH]c2C1=O
TT8,c1ncc2ncn([C@H]3CCCO3)c2n1
TXD,O=[PH](OC[C@@H]1CC[C@@H](N2CC=CCC2)O1)O[PH](=O)OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1
TXE,O=[PH](OC[C@@H]1CC[C@H](N2C=CCCC2)O1)O[PH](=O)OC[C@H]1CC[C@H](n2cnc3cncnc32)O1
TXP,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@H]1CC[C@H](N2CC=CCC2)O1
TYQ,c1ccccc1
TYY,N=C1C=CC(=O)C=C1
TZD,O=c1sccn1Cc1cncnc1
UAH,c1ccncc1
UQ1,O=C1C=CC(=O)C=C1
UQ2,O=C1C=CC(=O)C=C1
UQ5,O=C1C=CC(=O)C=C1
UQ6,c1ccccc1
VWW,O=C(CCSCc1ccccc1)NCc1ccccc1
WCA,O=C(CCCO[PH](=O)O[PH](=O)OC[C@@H]1CC[C@@H](n2cnc3cncnc32)O1)NCCC(=O)NCCSC(=O)C=Cc1ccccc1
WSD,O=c1[nH]cnc2c1N=CCN2
WWF,c1ncc(C[n+]2ccsc2)cn1
XAX,O=c1[nH]cnc2c1N[C@@H]1C3=C(CO[C@@H]1N2)S[Mo](=O)(=S)S3
Y7Y,O=C1N[C@@H]2CSC[C@@H]2N1
YNC,c1ncc2ncn([C@@H]3CCCO3)c2n1
ZBF,c1ccccc1
ZEM,C1=CC2=[N+]3C1=Cc1ccc4n1[Zn-2]31n3c(ccc3=CC3=[N+]1C(=C4)C=C3)=C2
ZID,O=C(c1ccncc1)c1cc[n+]([C@@H]2CC[C@@H](CO[PH](=O)O[PH](=O)OC[C@@H]3CC[C@@H](n4cnc5cncnc54)O3)O2)cc1
ZNH,C1=CC2=[N+]3C1=Cc1ccc4n1[Zn-2]31n3c(ccc3=CC3=[N+]1C(=C4)C=C3)=C2
ZOZ,c1ncc2ncn([C@H]3CCCO3)c2n1
