"CHEM_COMP_ID"
"01A"
"01K"
"0ET"
"1C4"
"1CV"
"1CZ"
"1HA"
"1VU"
"1XE"
"2CP"
"2NE"
"3CP"
"3H9"
"3HC"
"4CA"
"4CO"
"8JD"
"8Z2"
"ACO"
"AMX"
"BCA"
"BCO"
"BSJ"
"BYC"
"CA3"
"CA5"
"CA6"
"CA8"
"CAA"
"CAJ"
"CAO"
"CIC"
"CMC"
"CMX"
"CO6"
"CO8"
"COA"
"COD"
"COF"
"COO"
"COT"
"COW"
"COZ"
"DCA"
"DCC"
"FAM"
"FCX"
"FRE"
"FYN"
"GRA"
"HAX"
"HMG"
"HSC"
"HXC"
"MCA"
"MCD"
"MDE"
"MLC"
"MYA"
"NHM"
"NHQ"
"NHW"
"NMX"
"OXK"
"S0N"
"SCA"
"SCD"
"SCO"
"SDX"
"SOP"
"T1G"
"TC6"
"WCA"
"YNC"
"ZOZ"
