CHEM_COMP_ID,Total Molweight,cLogP,H-Acceptors,H-Donors,Druglikeness,Rings
TI2,492.594,2.9061,7,4,-11.173,3
TI1,380.507,2.1856,6,3,-12.946,1
THZ,291.378,-0.4562,6,4,-0.059418,2
THY,510.443,-7.7471,12,5,-28.191,2
THX,1017,2.5132,22,8,-34.372,11
THX,,,,,,
THW,530.434,-7.8704,12,5,-28.181,3
THV,496.416,-8.2015,12,5,-28.313,2
THU,230.219,-1.4236,7,3,4.1268,2
THT,357.601,5.945,3,1,-20.297,0
THS,354.343,-1.4381,8,2,-7.6698,2
THR,119.119,-3.5585,4,3,-12.838,0
THQ,223.188,-2.494,5,2,-17.28,1
THP,402.188,-7.7385,13,5,-15.031,2
THO,105.136,-1.4821,3,3,-7.2101,0
THN,354.406,-0.8216,7,3,-3.8273,2
THM,242.23,-1.2509,7,3,3.4779,2
THL,445.435,-4.2143,13,8,-7.7453,3
THK,452.056,5.5459,2,1,3.1678,4
THI,267.351,3.3138,2,0,4.0142,4
THH,459.461,-1.3376,13,7,-7.7575,3
THG,445.435,-4.2143,13,8,-7.7453,3
THF,473.445,-3.2685,14,7,-6.9267,3
THE,135.095,-4.4366,5,3,0.38953,0
THD,484.362,-5.7893,13,6,-25.147,2
THC,161.156,-1.4235,5,3,-10.819,0
THB,241.25,-2.523,8,6,3.3288,2
THA,198.268,2.5091,2,1,-7.2149,3
TH9,349.425,3.3247,6,3,-12.724,1
TH8,356.225,-0.5012,6,3,5.4,1
TH7,158.177,-0.3201,3,3,-1.9371,1
TH6,135.118,-4.4852,5,4,-5.6355,0
TH5,161.156,-3.0739,5,2,-12.772,0
TH4,252.728,1.1055,4,0,0.44339,2
TH3,1003.94,-4.0845,24,9,-65.118,3
TH2,388.502,3.6133,5,1,-1.2697,4
TH1,311.357,-0.403,6,4,-1.5615,3
TH0,142.178,0.9092,2,2,-4.47,1
TGY,164.156,-1.7545,5,4,-3.2863,1
TGX,179.242,0.4875,2,1,1.3395,2
TGW,308.167,2.7106,4,1,3.2264,3
TGU,546.385,-7.3438,19,11,-3.8103,3
TGT,416.299,-8.7232,13,6,-16.097,2
TGS,164.156,-2.2503,5,4,-0.85732,0
TGR,164.156,-1.8118,5,4,-3.575,1
TGP,363.29,-4.3573,11,5,-4.9249,3
TGN,339.327,-1.2966,6,1,-25.293,4
TGL,891.494,21.821,6,0,-26.013,0
TGK,164.156,-1.7545,5,4,-3.2863,1
TGJ,164.156,-2.2503,5,4,0.97333,0
TGG,423.398,-5.8775,13,7,-16.863,0
TGF,731.674,-4.0611,22,11,-6.6585,3
TGE,468.556,0.2061,10,1,4.6627,4
TGD,164.156,-2.2503,5,4,0.97333,0
TGC,899.677,-10.824,26,10,-43.633,3
TGA,240.275,-1.8538,6,4,-8.7878,1
TG6,260.134,-6.4208,9,6,-20.32,0
TG5,285.367,0.4694,6,3,2.6294,1
TG4,313.421,0.6089,6,3,1.8265,1
TG1,650.759,4.5784,12,2,-26.141,3
TG0,450.561,2.4641,7,3,8.0031,4
TFZ,265.233,3.6554,2,1,-6.4424,2
TFY,512.736,5.4188,7,3,-4.3068,4
TFX,283.418,-0.1915,2,0,1.1892,3
TFV,408.814,3.1726,6,2,-6.5469,3
TFT,308.182,-4.7448,10,4,-13.965,2
TFS,150.076,0.2439,3,1,-22.084,0
TFR,300.276,-1.8136,6,4,-30.841,0
TFQ,247.215,-0.3054,3,2,-23.115,1
TFP,407.503,4.9276,3,0,3.104,4
TFO,287.215,-3.8833,9,3,-7.4334,2
TFN,503.622,0.2993,10,5,-12.607,2
TFM,248.271,2.6996,2,1,-7.6789,1
TFL,285.39,-0.8811,3,1,1.2224,3
TFK,488.486,1.4148,9,3,-25.779,2
TFI,489.474,-0.0873,10,3,-25.077,2
TFG,423.414,3.1492,6,2,-4.3248,4
TFF,550.183,-5.4022,14,6,-30.213,2
TFE,420.232,-4.0283,11,4,-20.949,2
TFD,408.814,3.2266,6,2,-6.5469,3
TFC,256.331,4.2355,1,0,-51.708,0
TFB,116.116,-0.4056,3,1,-3.8662,1
TFA,114.022,0.1852,2,1,-35.684,0
TF7,250.278,-6.475,8,4,-12.477,1
TF6,380.365,4.135,5,1,-3.5052,3
TF5,268.233,3.0308,2,1,-3.8882,2
TF4,128.942,0.3324,2,1,-3.815,0
TF3,360.884,3.3194,4,2,-1.4227,2
TF2,430.446,2.6153,6,2,-7.312,2
TF1,383.369,2.2825,6,1,-9.413,2
TEY,512.736,5.8004,7,3,-6.9975,4
TEU,342.296,-5.0141,11,8,-2.4802,1
TET,793.384,-12.738,26,11,-37.036,3
TES,288.429,3.4962,2,1,1.56,4
TER,202.344,-0.9876,4,4,-5.0402,0
TEP,180.167,-0.3112,6,1,2.5134,2
TEP,,,,,,
TEO,132.071,-5.7339,5,2,0.24192,0
TEN,182.155,0.4987,4,0,-21.576,0
TEM,157.168,-1.7725,4,2,-1.1385,0
TEL,812.014,3.2681,15,1,-6.4327,4
TEJ,426.595,4.813,4,2,-9.5643,4
TEI,316.38,3.1245,5,1,-2.415,2
TEG,164.156,-1.4108,5,2,-19.163,0
TEF,233.23,-2.2281,7,2,-12.953,2
TEE,75.1347,-0.7002,1,1,-3.9666,0
TED,694.542,-11.515,22,9,-24.695,2
TEC,333.423,1.1012,7,4,-23.921,1
TEB,385.508,-2.6018,7,3,2.8295,3
TEA,102.2,-0.283,1,1,-4.0768,0
TE7,336.394,1.8555,6,1,4.4886,4
TE4,264.368,2.2345,4,1,4.0409,1
TE2,776.099,8.7934,8,3,-1.2313,6
TE1,280.319,1.8747,5,3,1.1953,1
TDZ,441.546,4.3852,6,2,4.0512,4
TDY,353.267,-6.6589,11,5,-12.875,2
TDX,534.303,-7.1757,17,7,-30.297,3
TDW,,,,,,
TDW,469.371,-9.4313,12,5,-29.046,2
TDV,475.566,4.1327,7,0,-2.6567,5
TDU,302.401,3.3005,5,2,-8.4264,3
TDT,1026.87,-13.516,27,4,-37.135,9
TDS,418.572,7.4855,5,1,-17.73,2
TDR,126.115,-0.601,4,2,2.2627,1
TDP,424.31,-10.421,11,3,-34.711,2
TDO,546.314,-6.7073,17,6,-24.476,3
TDM,468.363,-4.8626,12,5,-25.13,2
TDL,513.38,-10.121,14,6,-25.371,2
TDK,563.376,-10.949,15,6,-38.64,2
TDI,293.394,-0.0873,6,3,3.8271,3
TDI,,,,,,
TDH,253.26,1.5328,5,2,-3.0757,3
TDG,358.363,-3.1766,10,8,-2.2084,2
TDF,233.188,-0.7009,3,2,-18.235,1
TDE,388.459,-1.1201,9,6,3.2378,1
TDD,131.174,-1.7526,3,2,-28.627,0
TDC,426.424,-0.1309,9,5,4.59,4
TDB,272.156,2.4884,5,1,-5.5378,2
TDA,214.347,4.6993,2,1,-25.216,0
TD9,537.402,-15.163,14,2,-40.955,2
TD9,541.433,-9.3444,14,6,-31.408,2
TD8,541.433,-9.3444,14,6,-31.408,2
TD8,537.402,-15.163,14,2,-40.955,2
TD7,526.399,-5.2301,14,6,-26.077,2
TD6,527.407,-9.7988,14,6,-27.973,2
TD6,,,,,,
TD4,323.13,-7.8024,11,5,-18.745,0
TD3,243.151,-4.5586,8,4,-22.033,0
TD2,648.642,0.5482,14,6,-3.0846,6
TD1,328.276,-4.1645,10,6,-18.329,1
TCZ,181.449,3.4776,0,0,-2.0851,1
TCY,369.273,-3.9482,11,4,-16.64,6
TCX,125.064,-3.2783,4,3,-8.0207,0
TCW,273.243,1.5205,6,2,-6.2978,2
TCV,131.389,2.391,0,0,-1.4963,0
TCU,284.398,5.6305,2,1,-17.178,2
TCT,286.713,4.1642,3,2,-2.0066,3
TCR,216.239,-1.7962,4,3,-0.41352,3
TCR,,,,,,
TCQ,327.359,-1.3125,6,4,-9.2504,3
TCP,256.257,-0.823,7,2,2.1204,2
TCO,241.33,1.9747,4,1,-61.654,1
TCN,162.765,-1.1112,4,0,-4.1747,0
TCM,168.303,2.2347,0,0,-5.1255,3
TCL,289.545,4.5275,2,1,-2.0066,2
TCK,332.851,1.5639,5,2,-11.497,1
TCI,314.467,6.131,2,1,-11.786,3
TCH,515.709,1.2391,8,5,-4.8607,4
TCG,831.839,-10.818,24,13,-0.61801,4
TCF,228.088,1.9246,2,1,-3.5766,1
TCE,250.186,-0.5562,6,3,-17.931,0
TCD,402.064,5.5758,4,0,-1.7698,3
TCC,254.115,4.0563,2,2,-0.86435,2
TCB,358.363,-3.4668,10,8,-2.1609,2
TCA,148.161,1.4739,2,1,0.1675,1
TC9,610.748,0.7392,8,3,-0.9209,6
TC8,304.319,3.1345,3,0,0.39644,3
TC7,197.448,3.1319,1,1,-2.05,1
TC6,859.635,-13.619,24,5,-58.257,3
TC5,167.144,-0.9779,4,2,-21.297,0
TC4,394.447,3.138,8,2,-30.429,0
TC3,139.09,-1.8386,4,2,-22.124,0
TC2,555.542,-1.4938,14,8,3.9827,3
TC1,413.346,-4.0557,10,4,-16.813,4
TC0,,,,,,
TC0,412.492,4.0391,6,5,3.0325,5
TBZ,541.637,1.3877,9,4,2.0365,8
TBZ,,,,,,
TBY,290.056,5.5713,0,0,-7.1776,0
TBX,307.824,3.4082,4,1,0.72079,2
TBV,642.794,5.8009,10,6,-12.483,4
TBU,74.1224,0.7904,1,1,-5.2647,0
TBT,280.322,2.775,3,3,-0.22966,4
TBS,434.711,3.539,3,1,-5.9873,2
TBS,,,,,,
TBQ,307.824,3.4082,4,1,0.72079,2
TBP,330.801,3.4895,1,1,-4.0621,1
TBO,321.875,3.362,3,1,3.1607,3
TBN,266.256,-1.2998,8,4,-1.2386,3
TBM,215.292,-0.5438,4,2,1.569,0
TBL,259.281,0.2043,6,2,3.3376,1
TBI,302.31,-3.3914,9,2,-3.3617,1
TBH,605.726,-2.7959,12,8,-15.7,2
TBG,131.174,-1.7526,3,2,-28.627,0
TBF,102.132,0.9042,2,0,-14.834,0
TBE,302.31,-3.3914,9,2,-3.3617,1
TBD,398.008,-5.7855,12,5,-19.429,2
TBC,272.346,4.9943,1,1,-1.2426,5
TBB,117.147,0.5761,3,2,0.74586,0
TBA,242.469,2.187,1,0,-4.9863,0
TB9,321.875,3.362,3,1,3.1607,3
TB7,317.348,1.0613,8,2,-30.213,3
TB6,140.074,-3.4458,4,3,-15.392,0
TB2,176.258,2.862,1,0,-7.4342,1
TB1,239.226,-2.9888,6,3,-6.9408,1
TB0,83.1335,0.8653,1,0,-7.7706,0
TB0,,,,,,
TAZ,300.294,-1.5093,9,1,1.3669,4
TAY,101.148,0.5416,2,1,-9.865,0
TAX,372.53,3.3536,2,1,-1.2878,3
TAV,662.694,3.5991,12,3,1.3259,5
TAU,125.148,-4.3744,4,2,-7.4541,0
TAT,523.248,-8.6565,17,6,-25.144,3
TAR,150.086,-2.7102,6,4,2.414,0
TAQ,175.194,0.1023,5,3,-1.9084,2
TAP,759.474,-15.312,23,8,-48.565,5
TAO,813.975,2.9271,16,0,3.4781,3
TAN,83.1335,1.4613,1,0,-10.929,0
TAM,163.216,-1.0243,4,4,-2.9538,0
TAL,280.283,-0.6565,8,3,-1.4484,3
TAK,399.497,2.6426,6,0,4.8443,5
TAG,180.155,-3.177,6,5,1.5818,0
TAF,340.199,-4.6457,10,4,-15.465,2
TAE,340.164,-5.5985,10,4,-16.97,1
TAD,667.484,-7.2627,20,8,-25.002,5
TAC,444.439,-1.3318,10,6,5.2428,4
TAB,467.959,4.5589,9,2,-1.9865,3
TAA,590.274,-2.0817,11,5,-56.91,2
TA9,382.415,0.8814,7,5,4.4026,4
TA8,290.267,-0.2923,8,4,-1.159,0
TA7,246.183,1.8009,3,0,-45.257,1
TA6,260.134,-6.0169,9,6,-22.418,1
TA5,,,,,,
TA5,99.0927,-1.3445,4,2,1.3603,1
TA4,212.252,-2.7062,6,2,-6.8504,1
TA3,308.226,-3.5737,9,3,-16.427,4
TA2,167.207,-0.5429,3,3,-0.15097,1
TA1,853.915,3.188,15,4,0.82049,6
T9T,350.027,4.149,0,0,-4.8375,3
T9N,338.394,3.1457,7,3,-2.2198,3
T9H,632.739,3.4678,10,3,6.9399,6
T9H,,,,,,
T98,297.381,2.5676,4,1,-4.5544,3
T95,582.703,5.1729,10,3,5.4382,5
T94,266.336,3.6745,4,3,-21.787,1
T8X,1065.49,12.264,16,6,-23.626,2
T8T,523.248,-8.9302,17,6,-21.197,3
T8N,188.135,-0.7064,6,2,-5.0232,0
T8B,600.531,3.0838,12,4,-1.4537,5
T87,525.611,2.3133,10,3,0.88981,5
T80,518.773,6.9367,7,0,-37.446,0
T7Z,485.592,2.2544,10,2,-3.1713,4
T7M,953.089,5.7593,16,7,-64.747,1
T77,,,,,,
T77,491.682,4.1648,6,2,1.9,5
T76,505.013,1.4226,9,3,4.0228,3
T75,399.517,5.7396,4,1,2.2985,4
T74,514.676,4.705,9,3,0.91781,5
T6T,180.155,-2.6812,6,5,-4.8649,1
T6Q,462.58,3.6685,9,2,1.4253,4
T6P,422.275,-7.7017,14,9,-22.776,2
T6K,548.329,-6.6107,17,6,-22.672,3
T6F,685.452,-15.644,20,11,-30.155,2
T6E,447.415,4.5556,6,3,-6.2062,4
T6C,197.448,3.1319,1,1,-2.05,1
T6A,492.337,-6.1219,17,8,-27.009,3
T68,327.292,-2.3278,10,6,-1.5666,2
T66,355.394,-5.8417,10,4,-4.9812,1
T64,626.403,-7.6912,19,6,-28.779,4
T62,307.312,1.4617,7,3,2.4753,4
T5X,655.426,-15.077,19,10,-30.249,2
T5S,401.169,-4.9012,10,4,-20.352,2
T5P,440.301,-6.2346,15,8,-11.948,2
T5O,338.208,-5.0068,11,4,-16.447,2
T5M,295.381,3.3895,3,1,-0.089415,3
T5K,776.473,-9.7896,23,9,-24.814,4
T5J,282.317,4.3003,3,2,-2.4047,3
T5E,913.265,3.564,16,2,9.2906,8
T5C,771.928,-1.5055,14,4,-10.581,4
T5A,891.354,-14.44,30,10,-29.224,5
T57,706.612,-2.1199,18,9,-39.271,1
T55,171.283,2.7022,2,1,-13.065,0
T55,172.267,3.1,2,1,-14.316,0
T50,370.348,5.1396,2,0,0.56018,4
T4S,385.17,-4.5203,9,3,-19.877,2
T4P,440.301,-6.2346,15,8,-11.948,2
T4K,776.473,-9.7896,23,9,-24.814,4
T4G,277.33,2.255,5,1,-1.8789,3
T4E,298.732,2.7204,5,2,-1.6052,3
T4B,474.558,5.7705,5,1,3.467,5
T4A,747.814,3.9411,4,2,-0.84086,2
T49,338.276,-3.1028,9,4,-12.394,2
T48,336.236,-4.7398,10,5,-13.625,2
T46,546.314,-6.7073,17,6,-24.476,3
T45,127.103,-0.8342,5,1,-0.084035,1
T45,,,,,,
T44,776.855,1.2491,5,3,-10.339,2
T42,578.472,2.5986,11,5,-7.4909,4
T41,352.235,-4.9189,11,4,-13.874,2
T40,333.434,2.8959,4,2,4.5473,4
T3Y,744.747,-3.0364,16,8,-4.314,4
T3S,309.365,0.1023,7,2,3.6465,3
T3Q,547.345,-8.9756,17,7,-24,3
T3P,322.209,-4.4947,10,4,-15.157,2
T3O,258.36,3.4334,2,1,-1.9945,3
T3M,381.387,2.1074,8,2,-1.3176,3
T3F,547.345,-8.9756,17,7,-24,3
T3E,401.474,2.2554,9,3,-6.12,3
T3C,420.544,3.3589,8,3,0.67003,4
T3A,243.279,-4.8667,7,5,-26.772,0
T39,396.288,-5.0114,12,4,-18.804,2
T38,396.288,-4.5857,12,4,-15.444,2
T37,321.225,-6.6193,10,4,-14.99,2
T36,306.21,-3.8715,9,3,-17.719,2
T33,525.071,0.3749,5,3,-10.339,2
T32,334.264,-3.6184,9,4,-13.497,2
T31,340.248,-4.3743,10,4,-24.106,2
T30,405.394,5.1363,4,0,-5.4715,4
T3,650.963,0.812,5,3,-10.339,2
T2T,645.557,-4.8881,18,6,-12.592,4
T2S,354.343,-1.4745,8,3,-6.5331,2
T2P,440.301,-6.2346,15,8,-11.948,2
T2M,171.199,-0.2769,5,1,-34.282,0
T2D,212.229,0.0030999,5,1,4.5711,2
T2B,511.088,2.4513,4,3,-6.7646,2
T2A,391.43,2.8865,8,1,3.8775,4
T29,491.419,1.7664,10,6,-2.8983,2
T28,,,,,,
T28,329.2,3.1722,4,2,-4.1637,4
T27,366.427,4.7377,6,2,-5.0142,3
T26,499.567,0.7699,9,5,-7.9954,3
T25,296.449,5.3445,3,1,-21.681,1
T24,294.433,5.1929,3,2,-19.509,0
T23,350.263,-3.7975,10,3,-13.877,2
T22,339.398,1.0117,7,1,-2.3973,3
T21,279.217,2.9271,3,1,-4.5807,3
T20,455.517,2.976,8,1,-2.3586,5
T20,457.532,2.976,8,2,-2.3586,5
T1Q,467.496,1.501,9,3,-0.8284,3
T1P,440.301,-6.2346,15,8,-11.948,2
T1N,246.329,3.2419,2,1,0.50439,2
T1G,863.623,-15.079,25,6,-54.907,3
T1D,318.352,1.5923,6,1,5.4343,3
T1C,587.672,-3.2912,13,9,5.7983,4
T1A,191.169,3.7932,0,0,-2.4599,0
T19,567.448,5.5129,9,4,-19.762,4
T18,559.569,1.7064,9,3,3.5347,5
T17,865.031,-0.1048,19,3,-18.28,3
T16,617.141,3.3951,9,4,-17.604,2
T15,542.659,0.7585,11,3,0.41512,3
T13,371.257,2.4935,4,1,-7.729,2
T12,440.455,2.8259,10,2,-5.1187,3
T11,275.229,-2.2877,5,4,-16.701,2
T10,460.528,2.843,7,3,-8.9606,3
T0T,391.359,-1.106,7,4,-20.462,3
T0M,382.832,2.0955,2,1,-1.5855,1
T0I,263.252,-2.7884,7,4,-8.7818,2
T08,430.583,4.0943,5,3,-4.7957,2
T07,275.163,2.5372,4,2,1.502,2
T07,,,,,,
T05,499.543,2.2466,10,2,1.7772,4
T04,517.557,0.8707,9,5,-9.3354,3
T03,209.248,1.7338,3,1,0.46931,2
T01,565.399,-3.93,16,8,-30.187,1
T00,328.411,-2.2732,5,4,1.2043,2
T,322.209,-4.4947,10,4,-16.161,2
SZL,150.141,0.2603,5,1,-0.10412,2
SZH,472.289,-4.0392,11,5,-39.519,0
SZC,409.431,4.0896,5,2,-7.2866,4
SZ9,125.17,0.595,2,1,-3.2968,1
SZ8,158.2,-1.1182,4,1,2.6924,1
SZ6,552.964,4.3431,8,3,-4.5928,4
SZ5,236.273,2.5514,3,1,1.5047,3
SZ4,137.181,0.5945,2,1,-1.8008,1
SZ3,115.175,-0.05,2,2,-2.8093,1
SZ1,113.203,1.1441,1,1,-8.5022,1
SZ0,433.527,-3.0557,8,3,3.4573,3
SYY,281.355,2.4514,4,1,2.0258,2
SYS,225.105,-4.3245,5,3,-9.9783,0
SYR,212.2,1.0869,5,1,-3.8432,1
SYP,269.372,0.3767,6,3,-1.078,1
SYO,484.549,-1.5808,10,5,-41.859,0
SYN,104.152,2.3625,0,0,-4.8741,1
SYM,160.148,-5.2163,5,2,-5.02,0
SYE,223.167,-1.5212,4,2,-14.481,2
SYD,249.205,-1.1789,4,2,-14.481,2
SYC,173.108,-2.8381,4,2,-14.481,1
SY9,334.418,1.5935,4,0,4.5843,7
SY2,495.619,0.6689,11,6,-10.495,0
SY1,359.432,2.1438,6,1,-0.21833,4
SXX,224.211,0.9882,5,2,0.27506,1
SXV,428.441,-3.3984,10,5,-32.337,0
SXS,198.202,-0.3172,5,2,1.2207,2
SXR,502.567,-0.3352,9,5,-22.574,1
SXO,484.549,-1.6515,10,5,-53.424,0
SXN,969.392,16.368,9,4,-14.156,2
SXM,444.396,-5.1998,12,6,-35.107,0
SXK,264.226,2.5804,3,1,-2.5025,2
SXJ,493.685,5.1186,5,2,-5.8965,5
SXI,,,,,,
SXI,377.831,-0.3754,8,3,-1.2628,4
SXH,456.495,-2.5603,10,5,-43.655,0
SXE,254.222,-3.1953,7,3,-24.702,0
SXD,470.478,-3.5426,11,5,-40.293,0
SXC,654.877,3.3523,6,0,-43.311,4
SXA,400.388,-4.3779,10,5,-31.584,0
SX8,359.416,1.3637,7,0,4.6398,5
SX7,374.447,1.7367,7,2,6.2779,4
SX7,,,,,,
SX6,480.401,3.2871,7,1,1.3874,3
SX5,411.295,3.0979,6,2,1.7985,2
SX4,393.711,4.5764,3,1,2.2479,3
SX3,311.222,3.0844,3,1,2.3703,2
SX2,273.085,1.0715,5,2,-2.0763,1
SX1,216.034,1.1926,3,2,-3.3311,1
SX0,462.324,-2.5156,10,5,-18.166,3
SWY,521.6,4.7518,8,0,4.179,6
SWI,1389.89,10.531,20,8,-0.25844,4
SWH,480.299,4.3327,7,3,-0.78752,4
SWG,328.327,-3.2256,8,4,-4.6787,3
SWF,308.332,3.2806,4,1,-0.76661,3
SWE,342.296,-4.6102,11,8,-6.8467,2
SWA,173.211,-1.0292,4,3,3.5259,2
SW4,248.325,1.3108,4,2,-0.3503,3
SW3,125.174,-0.8213,3,1,2.7429,1
SW2,172.23,0.8494,2,1,-0.012477,2
SW1,196.298,1.3971,2,1,3.0274,2
SVZ,226.168,-5.0413,7,4,-25.197,0
SVY,269.233,-2.751,7,2,-24.295,0
SVX,211.153,-3.6517,6,2,-26.362,0
SVW,184.087,-6.1683,7,4,-24.996,0
SVV,184.087,-6.1683,7,4,-24.996,0
SVS,450.475,-0.256,12,5,-7.0199,4
SVR,1297.29,-2.9082,29,12,-1.2647,8
SVQ,392.281,4.0006,4,1,1.7217,3
SVP,674.624,5.1782,5,3,-27.643,4
SVP,673.616,3.4815,5,3,-31.407,2
SVP,673.616,5.1782,5,3,-27.643,4
SVN,151.193,0.1384,3,1,-0.71761,2
SVE,676.742,6.132,11,3,1.8009,6
SVB,479.839,1.2173,6,1,8.7666,3
SVA,220.031,-3.8429,8,3,-6.9563,0
SV7,158.093,-2.088,3,2,-12.921,1
SV6,681.876,1.5803,13,5,-9.7928,5
SV2,427.246,-8.8097,14,6,-5.6653,2
SV1,283.326,2.6749,4,1,-4.6467,2
SUZ,356.416,3.1103,3,1,-0.63449,3
SUY,,,,,,
SUY,387.898,1.8341,7,2,4.1396,6
SUW,476.48,-0.8286,11,6,-2.0667,3
SUV,450.929,4.1733,8,0,7.3683,5
SUS,419.36,-7.5502,15,6,1.7941,1
SUR,340.248,-5.4265,10,5,-21.197,2
SUP,422.275,-7.854,14,9,-26.574,2
SUO,232.235,-3.3661,7,4,-9.9503,0
SUN,240.195,-3.8677,7,2,-30.501,0
SUM,454.511,-1.0701,11,8,-23.482,2
SUJ,232.235,-3.9741,7,4,-1.2525,1
SUI,172.14,-4.3237,6,2,-5.5737,1
SUH,132.115,-0.4483,4,2,-3.0502,0
SUG,274.276,-1.6702,9,6,-7.4618,0
SUF,268.162,-7.1385,7,5,-11.196,0
SUE,766.914,4.4456,15,3,-26.065,6
SUD,601.286,-11.874,20,9,-36.907,2
SUC,342.296,-4.6102,11,8,-6.8467,2
SUB,476.616,2.2207,7,1,-2.8925,3
SUA,342.463,2.3598,5,2,2.4232,2
SU9,241.249,0.4099,5,2,3.4019,3
SU9,,,,,,
SU8,174.195,0.9149,4,2,-6.2795,0
SU6,,,,,,
SU6,310.352,1.7216,5,3,2.462,3
SU4,347.434,2.4268,5,2,2.2339,3
SU3,757.947,4.5726,14,3,-27.051,5
SU2,335.406,2.3541,5,1,5.7611,4
SU1,296.325,1.3237,5,3,2.0251,3
SU1,,,,,,
SU0,388.399,1.1101,8,2,-3.3861,3
STZ,265.221,-2.6169,10,5,-1.7372,1
STY,261.253,-3.5109,7,3,-10.051,1
STX,197.237,0.1008,5,1,-0.096854,1
STU,466.539,4.4396,7,2,4.7259,8
STT,255.338,-2.9587,5,1,-10.116,1
STS,,,,,,
STS,270.379,0.7317,3,2,-4.242,3
STR,314.467,4.019,2,0,0.77149,4
STP,507.249,-7.4374,16,6,-22.285,3
STO,466.539,4.4396,7,2,4.7259,8
STN,189.21,-0.2175,5,2,-0.47716,0
STL,228.246,2.8295,3,3,-1.6732,2
STJ,374.321,3.9147,6,2,-8.0829,3
STI,493.613,3.9383,8,2,8.6128,5
STH,183.23,1.4208,3,2,0.19505,2
STG,464.509,0.6856,9,6,-0.35026,5
STF,291.317,3.6909,2,0,-5.9696,2
STE,284.482,6.9713,2,1,-25.216,0
STD,600.706,2.1729,11,3,5.8159,5
STC,317.773,1.9164,5,2,3.8833,2
STB,317.433,0.3777,6,3,-1.12,1
STA,175.227,-1.977,4,3,-0.77198,0
ST9,1034,-2.9235,24,9,-64.38,3
ST8,370.412,2.5593,9,3,-5.6602,3
ST7,703.806,2.5009,15,5,4.6371,5
ST6,252.249,-0.2997,7,4,-0.095459,1
ST5,252.225,-0.3746,7,4,1.9838,1
ST4,238.246,-4.9166,7,5,0.72558,1
ST3,194.189,0.1711,5,3,0.50805,1
ST2,210.188,-0.1746,6,4,0.50805,1
ST1,240.171,-0.4189,8,3,-4.5592,1
SSV,214.307,4.3182,1,0,-4.8586,0
SSU,340.248,-4.0073,10,5,-14.622,2
SST,152.145,-2.5784,5,5,-0.73911,0
SSS,454.284,-7.1527,16,8,-27.807,2
SSR,457.547,5.005,5,2,3.7328,5
SSP,,,,,,
SSP,150.309,3.2976,0,0,-2.3422,0
SSO,334.365,-10.063,9,5,-0.91028,1
SSN,102.089,-0.5293,3,1,-4.905,0
SSM,220.292,-2.2119,5,2,-1.2806,0
SSL,596.425,-5.3452,18,5,-39.809,3
SSJ,631.359,-8.6939,18,7,-29.705,3
SSI,316.253,-6.2595,9,6,-10.899,2
SSI,,,,,,
SSH,180.155,-2.4736,6,5,-0.45433,0
SSG,212.289,-0.6494,4,3,-5.5955,1
SSF,324.335,1.5858,6,2,1.9783,3
SSE,381.259,-10.063,9,5,-0.91028,1
SSD,334.365,-10.063,9,5,-0.91028,1
SSC,173.167,-3.1097,5,3,-1.4959,1
SSB,160.28,1.2459,1,0,-8.4464,1
SSA,433.401,-3.8349,15,6,-10.403,3
SS9,176.327,0.8364,2,2,-16.988,0
SS8,253.256,2.7023,4,2,2.1075,3
SS8,,,,,,
SS7,367.4,3.4524,6,0,2.141,3
SS6,506.612,5.2592,9,4,0.02781,5
SS5,470.615,4.4197,6,2,-3.8065,5
SS5,,,,,,
SS4,437.34,3.4645,5,2,-0.60382,4
SS4,,,,,,
SS3,358.444,2.7393,5,2,1.1862,4
SS3,,,,,,
SS2,122.166,1.349,1,1,-2.9137,1
SS1,122.166,1.349,1,1,-2.9137,1
SS0,331.462,1.2187,6,1,5.8083,3
SRZ,163.172,-3.5559,5,3,-12.135,0
SRY,581.578,-8.2075,19,14,1.9975,3
SRX,,,,,,
SRX,667.214,3.4899,7,2,3.7359,19
SRX,632.769,3.6126,7,2,3.7346,16
SRT,150.086,-2.7102,6,4,2.414,0
SRS,473.684,3.7423,7,4,0.15615,2
SRR,360.452,4.735,3,2,-2.1936,3
SRP,434.301,-7.2761,15,6,-43.774,3
SRO,176.218,0.7883,3,3,-0.3722,2
SRO,,,,,,
SRN,807.03,7.0158,11,4,-14.093,5
SRM,914.652,0.9477,20,8,-2.8306,8
SRL,504.538,5.8041,7,1,-39.413,1
SRI,103.077,-2.2234,4,3,-0.57608,0
SRG,493.603,0.4167,11,6,-8.2104,0
SRE,306.235,4.1999,1,1,0.25233,3
SRD,274.103,3.0604,5,4,-3.8022,2
SRB,274.103,3.0604,5,4,-3.8022,2
SRA,363.29,-3.2037,11,5,-10.687,3
SR8,352.393,3.5933,7,2,-0.54379,3
SR7,469.572,2.6245,8,2,4.3964,6
SR3,324.309,-5.6839,10,5,1.5291,0
SR2,426.317,3.6741,6,2,-0.023221,3
SR1,180.223,-1.0348,4,3,-2.4082,1
SQX,693.962,7.311,8,2,-2.9683,6
SQU,380.742,11.629,0,0,-8.6806,0
SQS,299.497,4.6273,3,3,-25.157,0
SQO,,,,,,
SQO,314.348,-0.1541,8,3,4.4151,4
SQL,410.727,13.099,0,0,-3.5218,0
SQD,795.124,9.0381,12,4,-29.878,1
