CHEM_COMP_ID,Total Molweight,cLogP,H-Acceptors,H-Donors,Druglikeness,Rings
6MR,,,,,,
6MP,134.142,0.3768,4,1,-0.078187,2
6MP,,,,,,
6MN,259.15,-7.9892,9,6,-17.753,1
6MK,325.323,0.3691,7,3,1.9373,2
6MI,389.26,-5.857,13,5,-15.506,3
6MH,141.194,-0.1364,2,1,-0.90341,1
6ME,178.238,0.9428,4,2,-1.8305,2
6MD,281.271,-1.4153,9,4,-0.46328,3
6MC,345.251,-3.9774,11,4,-18.367,3
6MA,345.251,-3.9774,11,4,-18.367,3
6M8,321.423,3.0508,4,1,2.5637,3
6M1,151.164,0.8113,3,2,-1.5479,1
6LX,517.067,6.2724,5,1,2.6423,4
6LV,335.366,2.0131,7,1,2.461,4
6LQ,535.671,1.7047,10,2,7.5247,5
6LP,340.817,2.4318,6,3,-2.9081,3
6LO,441.533,3.7457,7,2,2.3115,5
6LI,518.826,-7.843,14,6,-18.824,4
6L5,508.49,-3.135,16,7,-4.434,3
6L3,178.23,2.6043,2,0,-3.9236,1
6L0,598.695,-0.2273,15,6,-2.8818,0
6KZ,459.545,1.6001,10,3,7.2483,3
6KY,224.161,-1.462,3,1,-3.3715,0
6KV,344.486,2.179,6,0,0.30688,3
6KP,306.303,1.8747,6,2,1.8876,5
6KP,,,,,,
6KO,353.381,1.3581,8,0,5.6284,4
6KN,277.248,2.7206,3,1,-4.9653,3
6KN,,,,,,
6KL,364.35,-3.4668,11,6,-3.1988,1
6KJ,244.294,-2.4683,7,4,-20.578,0
6K6,427.309,-4.2227,13,5,-19.667,4
6JZ,250.333,0.5147,5,0,-15.061,0
6J5,210.624,1.1266,5,1,-0.65129,2
6J0,326.378,1.737,6,2,1.2193,3
6IP,,,,,,
6IP,237.305,2.6276,3,2,-1.9175,3
6IN,380.443,2.6414,6,2,-0.88992,3
6IG,445.609,4.8456,6,2,0.7345,4
6IA,417.358,-3.2961,12,5,-19.666,3
6HZ,277.366,4.2275,2,0,3.1974,3
6HX,217.698,3.5914,1,1,-1.7086,2
6HW,280.394,5.1623,2,1,0.49171,3
6HV,293.389,3.9667,2,0,1.9614,3
6HU,410.516,2.1523,7,3,2.4343,3
6HT,336.236,-4.6543,10,4,-13.311,2
6HS,448.515,-4.4413,12,8,5.4212,3
6HR,338.474,5.5035,3,2,-3.7881,3
6HQ,142.157,-0.2401,4,1,3.9668,1
6HP,212.248,1.1616,5,0,-0.67161,1
6HO,191.204,1.9813,2,0,1.9333,2
6HN,176.171,-3.1597,6,2,-22.908,0
6HK,362.388,2.2725,7,2,-1.9631,4
6HI,515.555,2.9894,8,4,3.4485,3
6HG,361.25,-5.2194,12,5,-16.497,3
6HE,558.461,5.059,6,1,-6.6477,8
6HC,321.225,-5.6449,10,4,-19.782,2
6HB,401.315,-3.8696,12,5,-21.306,3
6HA,345.251,-4.4027,11,4,-15.89,3
6H6,207.184,1.0443,5,1,-2.5203,2
6H6,206.177,-1.0317,5,0,-2.3095,2
6H5,545.638,1.4354,10,5,-7.6328,4
6H2,226.234,1.6609,4,2,1.3166,3
6H1,296.243,4.0895,3,1,-9.3208,3
6GZ,494.427,4.6138,4,1,-3.5695,4
6GY,584.103,4.4493,9,2,-1.851,5
6GX,419.523,3.4891,6,2,2.4715,3
6GU,,,,,,
6GU,169.575,0.3745,5,2,0.025861,2
6GS,420.178,-7.2456,13,5,-29.75,2
6GQ,388.491,1.4964,7,0,3.4044,3
6GP,265.217,-3.4588,9,5,-7.5207,1
6GO,,,,,,
6GO,165.156,-0.0475,6,2,-0.13911,2
6GN,687.88,-9.0881,12,4,-23.405,4
6GL,213.125,-6.2528,7,4,-33.292,0
6GJ,276.356,-0.3985,6,4,0.91204,2
6GE,328.391,2.5062,5,2,-0.51176,3
6GD,398.461,3.4598,6,2,-4.2548,4
6GD,,,,,,
6GB,422.275,-7.7017,14,9,-18.778,2
6G3,504.515,5.4418,7,3,-5.2524,5
6FV,330.302,1.7003,7,2,-0.19432,4
6FU,410.261,-2.7899,10,5,-13.344,2
6FS,451.495,0.9142,9,2,-2.7062,2
6FQ,382.342,1.3124,10,2,-0.92861,5
6FQ,,,,,,
6FP,191.15,-1.473,7,2,-0.9912,2
6FL,239.115,-0.8954,3,2,-21.035,0
6FK,480.373,-4.4459,14,5,-15.707,4
6FE,360.499,2.9916,3,0,-2.2234,3
6FD,211.227,0.6217,5,2,-1.9084,3
6FC,409.277,-3.2813,10,5,-14.603,2
6FB,196.213,1.299,4,1,-1.9084,3
6FA,801.554,-8.228,25,10,-28.472,6
6F2,530.034,2.1131,10,1,10.643,6
6F0,155.128,0.5682,3,2,-2.8811,1
6EU,628.716,5.4099,9,2,-14.726,9
6ET,376.907,3.6655,4,3,1.1299,3
6ES,572.582,0.0151,13,6,-59.896,1
6EM,145.225,-3.5275,3,1,0.6779,0
6EK,,,,,,
6EK,659.055,-7.5296,20,12,0.37793,3
6EJ,451.5,1.8318,8,1,-2.2509,6
6EH,425.527,2.5134,7,3,-6.3658,3
6EG,566.7,4.3933,8,5,-8.7206,4
6EF,650.773,5.1506,10,4,-13.962,5
6EE,674.04,3.9192,9,4,-18.262,4
6EA,395.465,2.5764,6,2,-0.20552,5
6EA,,,,,,
6.00E+06,544.6,3.1991,8,3,-8.3228,5
6.00E+05,545.73,3.8706,7,5,2.5661,5
6.00E+04,145.161,-2.4274,5,3,-7.1655,0
6.00E+02,480.527,0.3339,12,2,4.4154,5
6DS,576.572,6.4273,5,3,-18.475,2
6DR,359.432,3.3277,6,2,-5.9015,3
6DQ,240.286,2.1353,3,0,1.5166,3
6DP,211.244,-0.0812,5,2,4.1496,2
6DJ,260.357,-0.048,5,3,2.333,2
6DH,244.215,2.2842,3,2,-12.817,2
6DH,,,,,,
6DG,371.39,-0.5309,6,1,4.1438,5
6DE,278.738,2.5495,4,0,0.038872,2
6DD,467.437,0.3314,12,5,-7.637,3
6CW,,,,,,
6CW,238.673,-0.9038,4,3,-10.138,2
6CT,334.264,-3.6184,9,4,-13.497,2
6CS,158.156,-1.9087,5,3,5.0142,1
6CR,301.689,-1.0181,9,4,-0.81043,3
6CP,,,,,,
6CP,357.844,4.5166,6,2,-4.6652,4
6CN,349.191,-5.8723,12,5,-23.862,2
6CM,397.641,6.8531,4,3,-20.728,0
6CL,191.206,-3.3967,6,4,-19.339,0
6CF,501.164,-8.6811,15,6,-32.242,2
6CB,414.443,2.7633,7,3,-0.70006,4
6CA,525.599,6.992,7,3,-9.083,4
6C7,262.158,-3.6269,6,3,-14.767,0
6C6,415.342,-3.6158,12,5,-22.743,4
6C3,336.777,3.1686,4,1,4.08,4
6C2,249.218,-2.5321,8,4,-4.7561,1
6C0,411.24,3.1207,7,2,-2.2094,3
6BZ,451.917,0.582,9,2,3.9628,4
6BS,389.541,5.6433,4,2,-2.5977,3
6BN,536.454,3.7495,8,2,5.8118,4
6BJ,355.4,1.3967,6,1,4.7532,4
6BG,243.052,-1.3338,5,4,-8.2174,1
6BF,432.57,1.638,7,1,8.7423,5
6BE,391.517,2.2741,6,0,8.3309,4
6BD,281.31,3.8033,4,1,2.0243,3
6BC,284.705,1.9229,5,1,-0.55453,3
6BB,352.412,1.9604,5,1,2.1207,4
6B5,300.265,2.2657,6,3,0.40331,3
6B4,398.529,2.259,6,3,5.0137,3
6B2,516.06,3.9806,7,1,-2.4775,4
6AZ,365.194,-5.3654,14,5,-20.729,2
6AW,568.762,2.1626,11,4,-6.6542,2
6AU,366.218,-5.7165,12,5,-18.935,2
6AT,553.274,-9.3499,18,7,-30.135,3
6AS,380.547,4.8522,4,2,-9.1792,1
6AP,150.145,-0.6548,6,3,-0.021492,2
6AP,,,,,,
6AO,309.412,1.4725,4,3,2.67,2
6AN,299.349,1.1984,4,1,-3.7762,3
6AM,127.107,-0.6191,6,3,-1.8789,1
6AI,,,,,,
6AI,133.154,0.1928,3,2,2.27,2
6AH,117.191,0.5436,2,2,-19.622,0
6AF,441.349,3.3304,7,3,-0.825,3
6AE,337.403,0.9569,8,4,3.0361,2
6AD,473.295,-6.8922,15,6,-30.135,3
6AC,53.0638,0.4917,1,0,-8.7398,0
6AB,137.138,0.4674,3,2,-1.5411,1
6A5,420.299,1.9538,7,1,4.6067,4
6A4,395.543,5.3706,4,0,-33.863,1
6A1,357.433,-2.2267,7,3,1.6437,4
6A0,204.225,-2.5098,6,4,-22.154,0
69W,,,,,,
69W,250.304,1.8684,4,3,2.91,3
69V,535.652,5.1535,10,2,6.5208,5
69U,,,,,,
69U,373.411,3.342,6,5,2.5849,4
69T,,,,,,
69T,267.287,2.4938,5,4,1.764,3
69S,358.4,2.9272,6,5,2.012,4
69S,,,,,,
69R,347.377,1.9019,7,5,3.2627,4
69R,,,,,,
69P,,,,,,
69P,204.236,-0.1442,6,2,3.3283,3
69O,116.116,0.0111,3,1,-11.374,0
69M,342.401,3.2729,5,4,2.012,4
69M,,,,,,
69F,358.44,3.6456,4,2,3.1068,4
69E,386.458,1.4892,7,2,6.6109,5
69D,385.304,3.4108,3,0,-3.7805,3
69B,346.433,2.8415,5,2,6.3103,5
69A,309.368,1.4952,5,3,3.7495,3
699,469.479,3.8535,6,2,-4.9045,3
698,458.577,3.5506,7,2,-1.2224,3
697,251.24,3.0056,4,2,-5.1353,3
696,327.386,2.4554,4,3,0.201,4
696,,,,,,
695,306.385,1.8226,5,2,3.0969,2
694,373.178,2.3491,6,3,-3.9257,2
693,460.42,-3.2244,9,3,0.14728,4
693,,,,,,
692,203.308,2.6987,1,1,2.8554,2
691,186.213,1.6793,3,1,0.43291,2
690,562.424,4.8061,8,2,-4.6384,6
68Z,361.25,-5.0451,12,6,-13.011,3
68Y,296.369,2.2731,4,2,3.7933,3
68U,368.416,0.8743,7,1,0.89665,4
68P,324.398,2.7864,3,0,-3.3305,3
68M,404.556,4.9517,5,2,0.46411,3
68L,489.918,2.147,9,2,-3.3804,6
68K,617.767,7.8022,7,3,-3.9377,5
68J,590.741,7.8248,6,3,-6.4629,5
68H,239.314,0.5792,4,4,8.0069,1
68G,909.504,9.6422,10,1,-8.7624,5
68G,909.504,9.7602,10,1,-7.7118,5
68F,288.386,-0.4642,6,6,-2.3076,2
68D,343.362,1.5918,7,3,4.4877,3
68C,293.331,0.8988,7,2,5.3514,3
68B,199.212,1.2439,4,1,0.74763,2
68A,224.24,0.6991,5,1,5.7937,2
689,288.386,2.7541,3,2,0.13142,3
688,431.407,2.1956,10,5,0.35123,4
688,,,,,,
687,607.598,0.2363,11,4,-21.125,4
686,1196.07,5.4885,22,7,-6.9042,9
685,397.502,3.188,7,3,3.217,3
684,469.504,2.3082,10,3,-2.6322,5
683,271.271,2.5041,5,3,-0.89705,2
682,385.491,-1.9137,10,7,6.0439,1
681,454.529,0.3309,10,3,0.93632,3
680,185.143,-2.5527,8,3,-2.4726,1
67Z,412.488,1.6418,8,3,4.9093,3
67Y,205.256,1.1741,3,2,-0.2235,2
67X,226.299,0.7104,4,2,2.9049,2
67W,321.335,1.9341,6,3,2.3579,3
67W,,,,,,
67J,413.394,3.0359,5,1,-3.3245,3
67H,374.439,1.7308,6,1,4.049,3
67G,467.781,2.4849,6,0,-11.139,4
67A,398.343,3.2937,6,0,-2.9301,4
679,377.182,2.1096,6,3,3.8432,3
678,,,,,,
678,387.212,-1.0714,6,3,-1.2615,3
677,395.404,2.6356,5,1,3.2925,4
676,407.448,1.2137,7,3,3.3288,4
675,289.337,2.6898,4,3,0.95875,3
673,309.451,4.9305,2,1,-0.1435,2
672,694.943,3.6455,12,5,-17.898,4
671,402.496,2.9762,6,3,4.8814,4
670,400.199,-0.8752,6,1,-3.2845,22
670,288.33,0.536,6,1,-0.96116,3
670,,,,,,
66X,479.505,1.9915,9,3,-3.1411,4
66V,347.434,-0.217,9,7,-4.1213,1
66U,193.198,-3.2637,6,6,0.22515,1
66T,463.58,3.3424,8,3,5.6875,4
66T,,,,,,
66S,484.549,-1.6515,10,5,-53.424,0
66R,,,,,,
66R,514.599,0.6328,7,3,2.5899,6
66P,323.399,0.1394,6,4,0.45094,4
66P,,,,,,
66N,88.1095,-1.6621,3,2,-3.3907,0
66M,509.474,-2.7372,16,7,-17.055,3
66G,214.244,-0.8114,5,2,-3.5273,2
66D,159.228,-1.029,3,2,-3.1283,0
66B,372.547,7.3837,3,1,-18.571,0
66A,439.561,4.4045,6,1,1.8645,6
669,450.317,4.7283,6,2,-6.02,3
668,518.018,4.3896,6,1,-5.2838,3
667,309.341,1.7802,6,1,-5.7956,3
666,513.374,4.5733,5,2,-0.68612,4
665,365.27,3.0255,4,1,-2.065,3
664,501.511,3.2604,9,2,1.3154,5
663,550.853,4.9181,8,2,4.7418,4
662,562.6,3.7462,11,5,3.1639,5
660,564.328,-9.0066,18,9,-45.619,3
65U,377.399,2.1585,7,1,6.8558,4
65K,164.164,0.4154,4,3,-1.0771,1
65C,465.347,3.6043,8,3,-2.5739,4
65C,,,,,,
65B,435.284,4.5016,7,2,-7.1291,3
65A,335.406,3.4,5,1,0.103,4
65A,,,,,,
659,538.51,2.4652,11,5,2.5132,5
656,,,,,,
656,324.383,1.2582,6,3,-0.58359,3
655,,,,,,
655,336.394,1.3929,6,3,-1.7575,4
654,254.356,3.4277,2,0,4.6242,3
653,372.451,-1.8274,6,4,-1.7758,4
653,,,,,,
652,509.068,4.6661,5,1,-2.7693,4
651,279.382,3.5209,2,1,5.7982,5
650,138.253,4.412,0,0,-6.5715,0
64Z,154.252,3.4853,1,1,-3.5697,0
64U,391.941,2.5716,5,2,-1.02,3
64T,340.224,-5.2215,11,5,-14.389,2
64P,339.24,-7.3461,11,5,-14.441,2
64O,460.316,4.82,7,4,2.3766,3
64N,445.301,4.8261,6,3,2.2648,3
64M,412.414,3.9908,5,2,-6.6425,4
64M,,,,,,
64L,487.143,4.2287,6,3,-3.5625,2
64K,150.129,-2.0188,5,4,-5.0602,1
64I,330.13,3.4338,2,2,-3.46,2
64D,332.807,1.9188,6,2,5.9879,2
64A,312.277,-1.3456,9,3,-0.35014,2
649,606.699,3.1653,14,4,-16.391,4
647,382.388,4.0608,4,2,-6.6191,4
647,,,,,,
646,495.434,2.564,8,2,3.9539,4
645,501.817,4.2946,6,1,4.3936,3
644,392.366,3.1757,8,5,-0.86954,3
643,550.44,6.2807,7,1,3.2772,5
642,464.52,4.0674,6,2,2.2606,6
641,355.264,3.5123,4,1,-0.23622,3
640,381.431,1.951,7,3,-1.2077,2
63N,424.488,1.127,10,1,5.6526,5
63M,377.428,-1.0425,10,2,6.7359,3
63H,403.287,-4.4019,13,5,-14.606,4
63G,403.287,-4.4019,13,5,-14.606,4
63F,688.604,3.4693,12,2,-2.5443,5
63C,525.967,1.4806,9,3,3.828,4
63A,437.425,2.2808,9,2,0.25484,4
63A,,,,,,
639,391.437,5.3259,7,2,-5.2456,4
638,758.922,6.8511,11,4,5.0515,7
637,521.504,2.1636,11,5,-0.099318,5
636,285.298,2.848,5,3,-0.89705,2
635,563.668,4.1422,8,1,-0.6007,5
634,377.407,2.286,9,3,5.1713,4
634,,,,,,
633,471.563,4.0021,9,3,8.1729,5
633,,,,,,
632,528.66,-1.155,11,5,8.5153,3
631,464.567,3.6955,6,2,6.3073,6
631,,,,,,
630,,,,,,
630,433.899,1.709,10,2,7.8791,4
62Y,313.086,1.7454,3,1,-28.97,2
62X,452.514,-6.8708,13,5,-6.0205,3
62W,182.171,-3.1458,6,6,-0.1995,0
62V,308.767,3.7857,3,0,2.0231,4
62U,626.7,3.3151,12,3,6.5778,2
62U,626.7,3.9033,12,3,-1.2414,2
62T,714.726,5.6121,9,1,-1.4666,5
62R,756.763,6.1713,10,1,-4.099,5
62Q,708.698,5.7455,9,1,-2.4081,5
62P,324.743,1.0286,6,1,2.9235,3
62N,394.301,-0.5326,9,6,-8.7566,2
62M,,,,,,
62M,351.405,2.3824,6,3,6.0531,4
62L,319.38,2.3649,5,2,-1.8031,2
62K,416.457,3.2221,9,3,5.6975,3
62I,448.469,-2.276,13,4,4.3502,2
62H,103.12,-2.6777,3,2,-1.5216,0
62G,365.819,3.4003,5,1,2.88,4
62F,949.711,-7.9303,29,14,-34.494,7
62D,,,,,,
62D,258.284,0.51,7,4,3.0743,3
62C,378.207,0.3746,7,5,-0.63722,2
62C,378.207,0.3746,7,5,-0.63722,2
62A,482.567,-1.558,11,5,7.0906,3
629,415.398,-6.2052,12,9,-4.1237,2
628,461.328,3.5899,7,2,5.3151,4
627,474.563,0.7341,9,2,10.497,5
627,470.531,1.912,9,0,4.0434,5
626,448.55,2.3404,8,2,10.746,5
626,,,,,,
625,442.949,5.1967,5,1,-11.571,4
624,579.511,0.4272,11,5,9.2077,3
623,398.392,0.097,7,5,-2.8331,3
621,331.367,-2.378,9,5,7.6945,0
620,296.333,1.9355,7,2,0.26072,3
61X,443.444,4.8807,4,0,-11.083,4
61W,282.386,3.3963,3,0,4.52,3
61V,420.289,3.4547,3,1,8.4241,3
61S,474.599,5.2365,6,3,-22.245,3
61O,199.208,1.803,3,1,-1.5746,2
61N,188.182,1.9934,3,2,-1.8442,2
61M,179.174,0.0316,4,2,-5.1782,1
61L,287.382,3.8401,3,2,-0.55,2
61K,453.482,1.7313,11,5,7.0569,4
61K,,,,,,
61J,256.19,-3.6515,7,4,-13.995,1
61H,358.329,0.8366,5,2,-17.615,4
61G,68.1185,2.1214,0,0,-13.02,0
61E,477.947,4.2335,7,2,5.3546,5
619,550.545,2.1704,12,6,0.25326,5
618,496.634,1.813,9,3,8.9754,4
617,305.716,2.4731,5,2,0.73698,2
616,399.554,1.3646,7,1,0.81502,2
615,467.524,3.2875,7,3,2.8741,5
614,437.546,1.0426,9,2,6.7602,5
614,,,,,,
613,238.721,1.0792,4,2,5.2325,2
612,326.459,3.1553,5,1,-0.64059,2
611,449.439,0.2408,11,5,-3.8564,3
610,458.386,-1.0863,14,5,-3.7252,4
60Y,447.497,2.0162,8,2,1.8196,5
60X,420.394,1.5357,8,2,4.994,4
60W,477.523,2.2976,9,2,1.8169,5
60V,415.452,1.1185,9,2,1.688,4
60U,429.479,1.5248,9,2,0.30299,4
60T,420.394,1.5357,8,2,4.994,4
60S,414.468,0.8355,9,3,1.8396,4
60R,373.382,3.7647,4,1,0.074651,5
60Q,187.197,1.3296,3,1,0.165,2
60P,142.178,1.3552,2,1,1.4725,1
60O,447.581,3.6282,7,1,-3.5775,6
60K,360.349,1.7152,9,4,4.4343,3
60H,237.345,3.6967,1,1,-1.8107,3
60G,410.406,1.7953,11,2,-4.5233,2
60F,267.304,-2.0413,5,3,-7.0563,1
60C,720.66,7.942,0,0,-0.62265,32
60A,150.173,-0.6825,4,2,-4.2771,0
609,314.299,3.6949,5,1,1.4769,5
608,396.449,3.6174,6,2,1.1916,4
607,,,,,,
607,457.445,-4.0025,10,4,1.4873,4
606,389.391,1.6052,7,5,-16.235,2
605,352.383,3.3412,3,2,-1.5934,3
604,549.35,-0.1855,12,6,-2.9619,3
603,523.565,1.469,10,5,-4.3504,4
602,365.366,-6.2288,12,5,5.2253,2
600,826.771,3.5876,11,4,-17.821,7
5ZZ,219.26,-1.699,5,3,4.6848,1
5ZM,255.291,2.9799,2,1,-0.035756,3
5ZE,123.158,0.5844,3,1,-2,1
5ZA,357.369,-3.5436,9,5,-4.0376,3
5ZA,,,,,,
5Z5,329.786,1.8288,5,3,4.7379,3
5Z5,,,,,,
5YQ,307.312,0.8555,7,2,-0.2299,3
5YL,411.346,-4.7178,12,9,-11.893,1
5YI,476.719,5.2466,4,4,0.95486,3
5YF,360.408,2.3414,5,1,-2.1196,4
5YE,343.425,3.1022,4,0,0.033926,4
5YD,399.445,2.1599,6,2,-1.7079,3
5YC,300.385,1.5712,5,0,5.273,3
5YB,497.506,-0.5405,12,7,-6.5037,2
5Y8,410.908,1.9281,7,2,10.349,5
5Y7,491.054,2.3709,7,0,4.0829,5
5Y6,448.93,1.402,8,1,-4.5385,5
5Y5,422.276,3.4988,5,1,-3.3607,4
5Y4,447.545,1.1077,10,3,1.7889,4
5Y3,419.492,0.4897,10,4,-1.0112,4
5Y2,361.408,1.8554,8,3,0.57626,4
5Y0,482.191,2.0157,6,4,-0.21453,2
5XZ,521.625,4.8115,10,2,6.0981,5
5XY,520.641,4.5285,10,3,5.9933,5
5XX,520.641,4.5285,10,3,5.9933,5
5XV,380.329,1.611,8,2,-5.8293,3
5XU,73.0946,-1.127,2,1,-5.1381,0
5XP,359.345,-4.4934,11,4,-11.47,3
5XO,344.33,-2.4464,10,3,-11.692,3
5XN,365.756,0.0152,10,3,-3.4068,3
5XM,283.374,1.9326,4,0,2.5734,4
5XL,275.738,1.5452,4,1,4.823,3
5XK,302.804,4.2633,3,1,2.7367,3
5XJ,446.441,1.718,10,3,-2.0174,4
5XG,396.881,1.7594,7,3,9.6297,5
5XF,380.447,2.8364,7,1,2.2983,4
5XE,440.317,2.5661,7,1,-2.3042,3
5XD,375.448,2.2565,7,1,2.0685,3
5XB,177.18,-3.182,5,3,2.1908,1
5XA,132.162,-0.7748,4,3,-5.013,0
5X8,370.389,-4.3054,11,5,-5.8573,3
5X3,659.545,5.6311,11,4,1.0668,5
5X2,497.014,5.9053,6,2,-7.3606,4
5X0,384.431,2.1425,7,2,-0.86464,3
5X,418.561,1.9392,5,1,-3.0035,3
5WZ,168.239,0.1223,3,1,4.5174,2
5WY,179.174,0.7257,4,1,-7.7968,2
5WX,164.164,0.9909,4,1,0.49066,2
5WW,266.299,2.3563,4,2,2.0292,3
5WV,147.176,0.8232,2,0,4.0766,2
5WU,194.233,0.1091,4,1,0.42458,2
5WT,230.266,1.0873,4,1,0.04243,2
5WS,266.32,0.4323,5,1,-0.60114,2
5WQ,812.998,3.2681,15,6,7.4611,3
5WP,897.009,-1.2291,18,9,-11.072,3
5WO,380.41,3.3219,7,2,2.3053,5
5WN,242.322,1.1948,4,2,2.8,2
5WM,274.32,-0.6713,6,2,2.3175,2
5WL,456.949,5.1615,6,2,2.113,4
5WK,260.19,1.6879,3,2,-8.4873,2
5WH,581.572,4.2995,9,2,-1.2795,6
5WF,579.581,3.3835,10,2,-2.3435,6
5WE,518.644,2.6145,10,2,7.2182,5
5WB,358.397,1.4716,8,2,-4.4811,2
5WA,344.37,1.0437,8,3,-4.6853,2
5W4,318.375,3.8167,4,0,2.1714,4
5VW,352.367,-5.0154,11,4,4.421,2
5VV,160.129,-2.1632,6,3,-0.90199,0
5VU,226.225,2.3514,3,1,1.7565,2
5VS,399.453,3.4405,7,2,4.4657,5
5VR,324.313,-3.518,11,4,5.174,1
5VQ,58.0796,0.3194,1,1,-4.9356,0
5VO,206.24,2.0721,3,1,-10.426,1
5VM,185.634,2.0681,2,1,-1.1698,2
5VL,186.209,2.6274,2,2,-2.12,2
5VK,286.326,3.3992,4,2,-15.772,2
5VJ,231.274,2.7701,3,1,-2.1334,3
5VH,488.953,-0.1587,10,7,3.8162,3
5VG,446.913,0.5396,8,6,2.5222,3
5VF,488.953,-0.1587,10,7,3.8162,3
5VE,446.913,0.5396,8,6,2.5222,3
5VC,461.944,4.8379,6,2,-1.5832,4
5V7,245.266,0.3493,6,2,4.043,3
5V6,248.301,2.5164,3,1,-0.18674,2
5V5,248.301,2.7555,3,1,1.342,2
5V4,150.176,0.8963,2,2,-0.24665,2
5V3,266.303,0.2731,5,2,1.2825,3
5V2,483.534,2.4335,6,2,-4.6346,4
5V1,242.277,-0.4188,4,2,-0.30507,2
5V0,232.238,-1.2301,5,2,0.24216,2
5UY,369.384,-0.326,10,3,-5.1794,3
5UT,432.95,2.021,7,2,0.48217,4
5UP,220.256,0.5352,5,2,3.1886,2
5UO,434.93,3.7053,7,1,9.5282,5
5UN,296.37,1.4358,5,2,5.7616,2
5UM,314.36,1.5366,5,2,3.23,2
5UL,448.957,3.6721,7,1,9.5282,5
5UJ,469.375,4.3113,7,1,9.5282,5
5UH,242.273,2.732,3,1,-1.4675,2
5UF,188.266,2.3143,3,2,-17.039,0
5UD,262.192,-2.3419,8,4,-5.0017,2
5UC,146.533,-0.6219,4,2,0.92261,1
5UB,230.251,0.1786,5,1,2.1643,3
5UA,295.254,-0.798,10,3,-0.50012,3
5U8,378.41,1.7408,7,1,6.8889,4
5U7,460.481,0.2053,10,6,-2.3211,3
5U6,353.421,1.3729,6,0,4.1384,3
5U4,320.355,0.468,7,2,5.41,4
5U3,358.444,0.3971,8,3,3.6919,3
5U2,344.41,0.6635,6,1,5.6139,3
5U1,,,,,,
5U1,208.244,0.4429,6,2,-1.0049,2
5TZ,221.24,0.7626,5,2,2.5905,2
5TY,204.232,0.1495,5,0,2.7387,2
5TW,1094.02,-5.8808,25,9,-43.09,7
5TU,242.277,0.671,4,1,3.4714,2
5TT,204.316,1.849,2,1,1.4155,2
5TS,231.252,-0.181,5,1,0.44755,2
5TR,847.298,19.788,4,2,-21.659,0
5TQ,304.32,0.4365,5,2,2.4655,3
5TP,224.327,1.3617,3,1,1.1865,2
5TO,195.305,2.623,2,0,2.8398,2
5TN,408.536,5.6369,4,2,-3.3315,3
5TG,429.603,4.4346,6,0,-30.211,3
5TF,,,,,,
5TF,321.387,1.434,7,2,4.4414,4
5TE,300.444,4.1072,3,1,2.7369,3
5TD,311.428,3.2412,4,0,0.944,3
5TC,430.594,4.4348,5,1,-0.96333,4
5TB,329.486,3.2366,4,1,2.5688,3
5TA,433.894,3.5769,6,1,-5.9008,4
5T9,582.507,-1.4058,10,5,7.6182,5
5T8,366.851,2.8841,5,2,-1.2852,4
5T7,394.808,2.102,6,2,-1.5651,4
5T6,429.853,3.6664,5,1,-4.5681,4
5T5,407.803,1.9269,6,1,-3.0538,4
5T4,289.382,1.4384,6,1,5.3593,3
5T2,371.361,3.7196,4,2,-5.9252,3
5T1,463.472,0.2522,10,0,-0.25988,5
5T0,329.486,2.762,4,1,5.7445,3
5SZ,390.377,1.2516,8,0,3.7216,5
5SW,353.421,1.3729,6,0,4.1384,3
5SV,627.761,4.8714,12,4,-52.625,3
5SU,580.046,4.6981,10,2,-3.376,5
5ST,486.614,3.7094,7,3,-2.0438,4
5SS,469.587,3.0187,7,4,3.3432,5
5SR,468.319,-10.883,13,4,-34.239,2
5SP,230.108,-5.8534,8,5,-20.603,0
5SO,536.703,2.9724,8,3,-9.1288,4
5SM,318.301,2.2254,4,0,-0.93349,3
5SL,375.435,2.7717,8,2,2.9834,5
5SJ,234.254,0.6156,5,2,-0.53392,2
5SI,531.307,-6.9953,13,5,-29.05,3
5SH,155.199,2.3179,1,0,-1.7698,2
5SF,446.553,1.524,8,1,7.4061,4
5SE,400.185,-5.4516,10,4,-21.601,2
5SD,288.429,3.7444,2,0,-0.32553,4
5SC,410.274,2.1513,6,1,-2.62,4
5SA,807.746,-9.0142,24,17,-8.7635,5
5S8,489.615,2.5297,8,5,1.7612,4
5S6,447.533,2.8229,7,3,-0.75276,3
5S5,393.485,2.7283,6,2,3.0077,3
5S4,440.432,-6.836,12,7,-37.328,0
5RZ,380.225,1.1968,7,3,1.9155,3
5RY,316.319,0.8416,7,3,-2.3543,3
5RX,307.764,1.5112,6,3,3.3242,3
5RW,291.309,1.006,6,3,1.9257,3
5RV,298.329,0.6253,7,3,-1.394,3
5RU,291.309,1.006,6,3,1.9257,3
5RT,533.594,4.6696,6,0,-3.7259,5
5RS,744.908,4.1379,15,3,-64.108,5
5RP,230.108,-5.8534,8,5,-20.603,0
5RO,173.214,1.9141,2,1,0.32441,2
5RN,159.187,1.5702,2,1,0.32441,2
5RM,265.308,2.2235,5,1,-15.122,2
5RI,410.433,3.0013,10,3,1.6349,3
5RH,479.615,4.382,6,3,-4.548,3
5RG,155.128,0.5682,3,2,-2.8811,1
5RF,495.415,4.3414,5,2,3.4025,3
5RE,420.483,3.4413,5,3,3.8364,3
