"SMILES","COUNT(*)"
"c1cncc(-c2nnc3cnc4ccc(CN5CCOCC5)cc4n23)c1",1
"C1=C[C@@H]2OCC[C@@H]2C(c2ccc3c(c2)CCCC3)=C1",1
"O=C1C[C@@H](c2ccccc2)Nc2ccccc2N1",1
"C1CO[C@@H]2SCN[C@@H]2C1",1
"O=C1CCCC=CC(=O)O[C@@H]2C[C@@H](CCCC=CC=CCCCCC(=O)CCC1)O[C@]1(CCCCO1)C2",1
"O=C(N[C@@H](Cc1ccccc1)CC1(NS(=O)(=O)c2ccccc2)CC1)O[C@H]1CO[C@@H]2OCC[C@H]21",1
"c1ccc(OCCn2c3ccccc3c3ccccc32)cc1",1
"S=C(Nc1ccccc1)NC1CCNCC1",1
"C1=CO[C@H](O[C@@H]2CCC[C@@H](O[C@H]3CCCCO3)C2)CC1",1
"O=C(Nc1cc[nH]c1)c1ncc[nH]1",1
"O=C(NC1CCCC1)c1cc[nH]n1",1
"O=C(c1ccc2oncc2c1)N1Cc2ccccc2C1",1
"c1ccc2c(c1)CCCN2c1ncnc2ccoc12",1
"O=S(=O)(Nc1ccc(Cc2ccc[nH]2)cc1)c1ccccc1",1
"O=C(CNC(=O)Cc1cccc2ccccc12)NC[PH](=O)OCCc1ccccc1",1
"O=C(Nc1ccc(C=NNC2=NCCN2)cc1)Nc1ccc(C=NNC2=NCCN2)cc1",1
"O=C([C@@H]1CCCN1C(=O)NCc1ccccc1)N1CCCC1",1
"c1ccc(Cn2ccc3c(-c4ccc5c(c4)CCCO5)ccnc32)cc1",1
"O=C(N[C@H](CC1CCCCC1)C(=O)N1CC[C@H]1C(=O)NCCc1ccccc1)C1CCCCC1",1
"O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1ccccc1",1
"O=C(NCc1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1)c1cccnc1",1
"C=C1C=C(c2ccccn2)c2cccc[n+]21",1
"O=C(Nc1ccc2cnn(-c3ccccc3)c2c1)C1CCNCC1",1
"O=[S@](Cc1ccccn1)c1nc2ccccc2[nH]1",1
"O=C(O[C@H]1C[C@@H]2CC[C@H](C1)N2)c1ccccc1",1
"O=C1NC(=O)c2c1c1ccc[n+]3c1c1c2c2ccccc2n1[Ru]3C1C=CC=C1",1
"C1=C(c2ccccc2)N2CCN=C2S1",1
"c1ccc(CNCCNc2nc3ncccc3[nH]2)cc1",1
"O=C(Nc1nnn[nH]1)c1cc(-c2ccccc2)n(-c2ccccc2)n1",1
"O=C(Nc1ccc(CCCCCc2cccc(CCc3cnc4ccccc4c3)c2)cc1)[C@@H](C1CCCCC1)N1CCCCC1=O",1
"O=C(CC(c1ccccc1)c1ccccc1)N1CCCC1",1
"O=C(NCc1ccccc1)[C@@H]1CCc2cnc(NC3CCC3)c(=O)n21",1
"C1CCC(O[C@@H]2C[C@@H](OCOC3CCOCC3)CCO2)CC1",1
"O=c1ccn(CC[C@H]2CCO[PH](=O)O[C@@H]3C[C@@H](n4ccc(=O)[nH]c4=O)O[C@H]3CO[PH](=O)O2)c(=O)[nH]1",1
"O=C1[C@H](Cc2ccccc2)CCCC[C@H]1Cc1ccccc1",1
"O=C1CCc2c(Oc3ccc4c(c3)C[C@H](C(=O)Nc3ccccc3)CC4)ccnc2N1",1
"O=C1C(Sc2ccccc2)=C(N2CCNCC2)C(=O)c2ccccc21",1
"O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12",1
"O=C(Nc1cccc2cccnc12)[C@H]1C[C@H]1C1CCOC=N1",1
"c1ccc2c(-c3cccc4[nH]ccc34)cccc2c1",1
"O=S(=O)(CCc1ccccc1)N1CCCC1",1
"O=C(Nc1ccc2[nH]nc(-c3cccnc3)c2c1)C1CCN(CC(=O)N2CC=C(c3ccc(-c4nc[nH]n4)cc3)CC2)C1",1
"C(=Cc1ccccc1)CCCN1CCCN(CCCC=Cc2ccccc2)CC1",1
"O=C(NCc1ccc2c(c1)OCO2)N[C@@H](C(=O)NCc1ccccc1)c1ccccc1",1
"O=c1cc[nH]cc1NCc1ccncc1",1
"c1ccc(NCc2cnccn2)cc1",1
"c1ccc(-c2cocc2-c2ccccc2)cc1",1
"C1=c2ccc3n2[Co]24n5c1ccc5C=c1ccc(n12)=Cc1ccc(n14)C=3",1
"O=C(CNC(=O)OCc1ccccc1)N[C@@H](CCc1ccccc1)C(=O)NCCc1nc2ccccc2o1",1
"c1c(CCCO[C@H]2CCCCO2)nnn1[C@@H]1CC[C@@H](c2cn([C@@H]3CC[C@H](n4cc([C@@H]5CC[C@@H](n6cc(CCCO[C@@H]7CCCCO7)nn6)CO5)nn4)OC3)nn2)OC1",1
"O=C(Nc1ccccc1)C1CCCCC1",1
"O=c1ccn([C@H]2CC[C@@H](CO[PH](=O)Oc3ccccc3)O2)c(=O)[nH]1",1
"O=C1C[C@H]2C[C@H](SC3CN(c4nccs4)C3)CN12",1
"O=C(Nc1ccc2c(c1)NCC2)c1cccnc1NCc1ccncc1",1
"c1ccc([C@@H]2CC[C@@H](Nc3ccccn3)C2)cc1",1
"c1nc(NC2CCCCC2)c2c(C3CCOCC3)c[nH]c2n1",1
"O=c1c2nccn2c2ccc(-c3ccncc3)cc2n1C1CC1",1
"c1ccc(Nc2nc(Nc3ccccc3)nc(OCCCN3CCOCC3)n2)cc1",1
"O=C1NCCC[C@@H]1C(=O)Nc1ccccc1",1
"O=c1[nH]c(=O)c2[nH]c(Cc3ccccc3)nc2[nH]1",1
"c1ccc(CNc2ccnc3ncnn23)cc1",1
"c1ccc([C@H]2C[C@@H]2COc2cc(NCc3cn[nH]c3)n3nccc3n2)nc1",1
"O=C1Oc2ccccc2CN1c1ccccc1",1
"O=C1NCCCCNS(=O)(=O)NC(=O)c2ccc3c(C4CCCCC4)c4n(c3c2)CC1=Cc1ccccc1-4",1
"O=C1C[C@@H]2C(=C[C@H]3[C@H]4CCC[C@H]4C=C[C@@H]23)C(=O)CCCCCCO1",1
"O=C(CCCNC(=O)c1nc(NC(=O)c2ccc[nH]2)c[nH]1)Nc1cc[nH]c1",1
"O=C1NS(=O)(=O)CCCC=CC[C@@H]2CC[C@@H]2CN2C[C@@]3(CCCc4ccccc43)COc3ccc1cc32",1
"c1ccc(S[C@H]2CCCCO2)cc1",1
"O=C(CCCCCN1C(=CC=CC=CC2=[NH+]c3ccccc3C2)Cc2ccccc21)NCCOCCOCCNC(=O)CCCc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1",1
"c1cc(-c2cc3c(-c4cnn(C5CCNCC5)c4)cncc3o2)c2sccc2c1",1
"c1ccc(Cn2c(=Nc3ccccc3)[nH]c3ccccc32)cc1",1
"O=C1C(c2cccc3ccccc23)N(Cc2ccccc2)C(=O)N1CCCn1ccnc1",1
"O=C(NCCOCCn1cnc2cncnc21)c1cccc(-c2ccccc2)c1",1
"O=C(c1conc1-c1cccnc1)N1CCN(c2ccccc2)CC1",1
"O=c1ncn(Cc2ccccc2)c2ccc(Oc3cccc(-c4ccccn4)c3)cc12",1
"c1ccc(Oc2ccc3[nH]cc(-c4cn[nH]c4)c3c2)cc1",1
"c1cc(NC2CCCC2)nc(-c2c[nH]c3ccc(-c4nncs4)cc23)c1",1
"c1ccc(Cc2nnco2)cc1",1
"O=C(CNC(=O)NCc1ccccc1)NCc1ccccc1",1
"O=C(CCC(=O)c1ccccc1)Nc1ccc(-c2n[nH]c3ncncc23)cc1",1
"O=C(Nc1cccc(-c2nnc[nH]2)c1)c1ccccn1",1
"c1ccc(C[C@H](c2ccccc2)c2c[nH]cn2)cc1",1
"c1cc(N2CCNCC2)c2cc[nH]c2c1",1
"O=C(CCCCCNC(=O)OC[C@@H]1C[C@@H]2C=C[C@@H]1C2)O[PH](=O)OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1",1
"c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3ccnc3)cc2)c1",1
"O=C(N[C@H](CCN[C@@H]1CCCc2ccccc21)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1",1
"O=c1[nH]c2ccc(Oc3ccccc3)cc2cc1NCc1ccncc1",1
"O=C(NCCc1nc2ccccc2[nH]1)c1cc2ccccc2s1",1
"O=C1N[C@]2(CN(c3ccccn3)C[C@H]2c2ccccc2)C(=O)N1c1ccccc1",1
"C1C[C@H]2OC[C@H]1O[C@H]1CC[C@@H](CO1)O[C@@H]1CC[C@H](CO1)O[C@@H]1CC[C@H](CO1)O[C@H]1CC[C@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@H](CO1)O2",1
"C1=S=Nn2c1nc1ccccc12",1
"C1CCC(CN2CCCC2)CC1",1
"O=C1c2ccccc2NC[C@@H]2CC=CN12",1
"O=C(c1ccccc1)N(CCc1ccccc1)Cc1ccccc1",1
"C(=Cc1n[nH]c2ccc(OCc3ccncc3)cc12)c1cn[nH]c1",1
"c1ccc(CN(Cc2cnc[nH]2)c2cccc(-c3cccc4ccccc34)c2)cc1",1
"O=C(CNC(=O)OCc1ccccc1)N[C@H]1CCNC1",1
"O=C1Cc2cc(Nc3ccnc(NCc4cccnc4)n3)ccc2N1",1
"O=C(Cn1cccc(NC(=O)c2ccon2)c1=O)NCC[C@@H]1CCNC1=O",1
"O=c1[nH]cnc2c1nc(Nc1cc3ccc4cccc5ccc(c1)c3c45)n2[C@H]1CCCO1",1
"c1ccc2c(Cc3noc(CCC4CCCC4)n3)coc2c1",1
"O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cccc(-c2ncccn2)c1",1
"c1ccc(COCCCCOCc2ccccc2)cc1",1
"O=C1C=CCCCCCCCCC[C@@H](O[C@H]2C[C@@H]3OCO[C@@H]3CO2)C=COC2Oc3ccc4cc(ccc4c3C2=O)N1",1
"O=C1CC(=O)c2ccccc21",1
"c1cc2nc(Nc3ccc(C4CC4)cc3)cc(NC3CC3)n2n1",1
"O=S(=O)(c1ccccc1)n1cnc2ccccc21",1
"C=C(NC(=O)c1cc2c(Nc3cccc(NC(=O)c4ccnc(N5CCOCC5)c4)c3)ncnn2c1)c1ccccc1",1
"O=C(C[C@H]1N=C(c2ccccc2)c2ccsc2-n2cnnc21)Nc1ccccc1",1
"O=C(NCc1ccccc1)Nc1cccc(O[C@@H]2CCCO2)c1",1
"C(=C1CCCN=C1c1cccnc1)c1cc[nH]c1",1
"O=C(CN1CCC[C@@H](NS(=O)(=O)Cc2ccccc2)C1=O)NCC[C@H]1CCCNC1",1
"O=C(Nc1ccc(Oc2ccncc2)cc1)Nc1ccn[nH]1",1
"O=C(Nc1ccccc1)c1cccc(-n2ncc3cc(Nc4ccccc4)ccc32)c1",1
"c1ccc(CNc2nccc(-c3cccnc3)n2)cc1",1
"O=C(c1cccnc1)c1cnc(NC2CCCCC2)s1",1
"O1[Mo-][OH3+3][Mo-]1",1
"O=[PH](OC[C@@H]1CC[C@@H](n2cnc3cncnc32)O1)O[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)OC[C@@H]1CC[C@@H](n2cnc3cncnc32)O1",1
"c1ccc2c(c1)OCCCO2",1
"O=C(CN1C(=O)c2cccc[n+]2[Ir-]12345C1C2C3C4C15)Nc1ccccc1",1
"O=C1C=CC2=C(C1)Oc1ccccc1[C@H]2c1ccc(NC(=S)NCCO[C@@H]2CCCCO2)cc1",1
"O=C(c1ccc(Nc2nc(C3CC3)cn3c(-c4cn[nH]c4)cnc23)cc1)N1CCOCC1",1
"S=c1nc2[nH]c3ccccc3c2n[nH]1",1
"c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1",1
"O=C(NCc1ccccc1)c1cc(-c2nnn(Cc3ccccc3)n2)ccn1",1
"c1ccc(Nc2cnc3ccccn23)cc1",1
"O=C(NCCCC1CCCCC1)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2)cc1",1
"O=c1nc2c(c[nH]1)ncn2[C@H]1CCCO1",1
"O=C1NC(=O)[C@](Cn2[nH]c3ccccc3c2=O)(c2ccccc2)N1",1
"C1CN2[C@@H](CN1)C[C@@H]1C[C@H]12",1
"C(#Cc1ccc(-c2cnc(-c3ccccc3)[nH]2)cn1)c1ccccc1",1
"O=C(NCCCNc1nc(Nc2cccc(N3CCCC3=O)c2)ncc1C1CC1)C1CCC1",1
"c1cc2cnc(Nc3ccc(-c4cn[nH]c4)cc3)nc2c(-c2cn[nH]c2)n1",1
"C1=C[C@@H](c2cn3c(n2)COCC3)SCC=N1",1
"O=C1C(=O)c2c(ccc3ccccc23)C2=C1CCO2",1
"O=C(c1ccccc1)N(Cc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccncn2)cc1",1
"O=C1N=c2ccc3ncsc3c2=C1CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1",1
"O=c1[nH]c(-c2cccc(NS(=O)(=O)Cc3ccccc3)c2)cs1",1
"O=c1cnn(-c2ccc(Oc3ccccc3)cc2)c(=O)[nH]1",1
"O=c1cc(NCc2ccccc2)nc[nH]1",1
"O=C(N[C@H]1CC[C@@]23COC[C@]2(CSC=N3)C1)c1ccccc1",1
"O=C(Nc1ccccc1)c1cccc(Nc2ncc(C(=O)Nc3ccccc3)s2)c1",1
"O=C(O[PH](=O)OC[C@H]1CC[C@@H](n2cnc3cncnc32)O1)C1CCCC2[C@H]1CC[C@@]13CC4O[C@H](C[C@H]4C1)[C@H]23",1
"O=C(CC(c1ccccc1)c1ccccc1)Nc1ccccc1CC[C@H]1CN[C@H](COC(=O)NCc2ccccc2)CO1",1
"O=C(Nc1ccc2[nH]nc(-c3ccnc(C4CC4)c3)c2c1)C1CCN(CC(=O)N2CC=C(c3ccc(-c4ncccn4)cc3)CC2)C1",1
"C(=Cc1nc2ccccc2s1)c1cccnc1",1
"c1ccc(COC[C@H]2C[C@@H](OCc3ccccn3)CN2)nc1",1
"C1=N[C@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12",1
"C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)cc2)NCC1",1
"c1ccc(-c2nccc3[nH]c(-c4ccc5cc[nH]c5c4)nc23)cc1",1
"O=C(NC(=O)c1ccccc1)Nc1ccccc1N1CCCCC1",1
"O=C(Nc1ccccc1N1CCNCC1)c1csc(-n2ncc3ccccc32)n1",1
"c1cncc(N2CCc3ncsc3C2)c1",1
"c1ccc(-c2ccc3nccn3n2)cc1",1
"c1ccc(-c2cn([C@H]3CCNC3)nn2)cc1",1
"O=C(N[C@H]1CCc2ccc(-c3cn4c(n3)CCC4)cc21)c1ccccc1",1
"c1ccc(OC2CCN(CC3CC3)C2)cc1",1
"O=C1NC(=O)C(=Cc2ccccc2)N1",1
"c1ccc(Nc2nccc(-c3c[nH]nc3-c3cccnc3)n2)cc1",1
"O=C1COC(=O)CCCNC(=O)[C@@H](NC(=O)CNC(=O)[C@H]2CCCN2)COC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)CNC(=O)C1",1
"O=C(Cc1ccccc1)N(Cc1ccccc1)C[C@@H]1CC=CC[NH2+]C1",1
"O=c1[nH]c2ccc(S(=O)(=O)NCc3ccccc3)cc2[nH]1",1
"O=C(CN1CCCC1)Nc1cccc(-c2ccc3ncncc3c2)c1",1
"c1ccc(Oc2c[nH]nc2-c2ccccc2)cc1",1
"O=C(CNS(=O)(=O)C1CCCCC1)N[C@@H](CCNc1cc[nH+]cc1)C(=O)N1CCCCC1",1
"c1ccc(O[C@@H]2CCNC2)cc1",1
"C=C1N=C([C@@H]2CCCN2)OC1=O",1
"O=C(Nc1ccccc1)c1cnn2ccccc12",1
"O=C(NC1CC[NH2+]CC1)c1ccc(Nc2nccc(Oc3cccc4c3C(=O)CC4)n2)cc1",1
"C1=Nc2c(-c3ccccc3)nc3ccccc3c2CN1",1
"O=c1[nH]c2ccc(-c3cn[nH]c3)cc2cc1-c1cc2cc(CN3CCCCC3)ccc2[nH]1",1
"O=C1NC=NC1=Cc1ccc2c(c1)OCO2",1
"O=C1NC=C(C(=O)Nc2ccc3[nH]ncc3c2)[C@H](c2cccc(C(=O)NCCc3ccccc3)c2)N1",1
"c1ccc(-c2ccc3c(-c4nc5cccc(N6CCNCC6)c5[nH]4)n[nH]c3c2)cc1",1
"c1ccc(-c2nnc3ccccn23)cc1",1
"O=C1CNC[C@H](COc2ccc3cc[nH]c3c2)N1c1ccc(OCCCOCc2ccccc2)cc1",1
"O=C1N[C@@H]2C=CCN1C2",1
"O=C1Cc2cc(C3CCCCC3)ccc2N1",1
"O=C(OCc1ccccc1)N1CCCCC1",1
"c1ccc2c(c1)CCCN2c1ncnc2cccnc12",1
"O=c1[nH]c2cc3ccccc3n2c2ccccc12",1
"O=C(NCCCCc1cc2ccncc2s1)c1cccc(-c2ccccc2)c1",1
"O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)N2CC=CC2=O)cc1",1
"O=C1CN(c2ccccc2)S(=O)(=O)N1",1
"c1ccc(-c2ccc3ccccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1",1
"c1ccc(-c2ccc([C@H](c3ccccc3)n3ccnc3)cc2)cc1",1
"c1cc(Nc2cc([C@H]3CCCNC3)nc3c(-c4cn[nH]c4)cnn23)sn1",1
"C1=CC2CC1[C@H]1CCC[C@@H]21",1
"O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1",1
"O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OC[C@H]4CO[C@](Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1",1
"O=C1CSc2ccc(-c3cncnc3)cc2N1",1
"c1cc2occ(Nc3ccc(C4CC4)cc3)c2cn1",1
"O=C1CCc2ccc3c(c2)[C@@]2(c4ccccc4N[C@H]2O3)c2oc(nc2-c2ncco2)CN1",1
"O=c1[nH]cnc2ncncc12",1
"c1ccc(-c2ccnc(-c3nc4ccccc4[nH]3)c2)cc1",1
"O=C1NC(=O)C(c2ccccc2)=C1Nc1ccc(C(=O)c2ccccc2)cc1",1
"c1ccc(-c2cncc(-c3cccnc3)c2)cc1",1
"O=C1C[C@H]2OCC3=C(C(=O)c4ccccc4C3=O)[C@@H]2O1",1
"O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1",1
"O=C1CC(=O)N2c3ccccc3N=CN12",1
"O=C(OC[C@H]1O[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1)c1ccccc1",1
"c1ccc(-c2cncc(NC3CCCCC3)n2)cc1",1
"O=c1[nH]c(-c2ccc(CN3CCNCC3)cc2)cc2ccccc12",1
"C1=CC[C@@H]2CCC[C@@]3(CC[C@@]4(CCC[C@H](C[C@@]56CCC[C@@H](O5)[C@H](O6)[C@@H]5C=CCC[C@]56CCCCN=C6CC1)O4)O3)O2",1
"c1ccc(-c2ccc(C3C[NH2+]CCO3)cc2)cc1",1
"O=C1SC(=Cc2ccc(OCc3ccccc3)cc2)C(=O)N1Cc1ccccc1",1
"c1ccc(OCCN2CCN(c3nnc[nH]3)CC2)cc1",1
"C1=CC2=[N+]3C1=Cc1ccc4n1[Fe-2]31n3c(ccc3=CC3=[N+]1C(=[O+]4)C=C3)=C2",1
"c1ccc([C@H]2CC[C@@H](c3ccccc3)CC2)cc1",1
"O=c1ccccn1Cc1ccc2c(c1)OCO2",1
"O=C(CSc1nc2ccccc2c(=O)[nH]1)Nc1cccs1",1
"O=C(C[C@H](NC(=O)OCc1ccccc1)c1ccccc1)Nc1nncs1",1
"c1ccc(CCCCN2CCCC2)cc1",1
"O=C(Nc1cc(Nc2cccc(-c3nc[nH]n3)c2)cnn1)C1CC1",1
"O=C(Nc1ccccc1)Nc1cccc(-c2nc(C(=O)Nc3ccc(C(=O)N4CCNCC4)cc3)cs2)c1",1
"C(#Cc1ccc(-c2ccccc2)cc1)CO[C@@H]1CCCCO1",1
"O=c1ncccn1[C@H]1CC[C@H](CO[PH](=O)O[PH](=O)OC[C@H]2C=Cc3nc4cncnc4nc3O2)O1",1
"c1ccc([C@@H]2C[C@@H](c3ccccc3)n3nnnc3N2)cc1",1
"C=C(c1ccc2[nH]c3ccccc3c2c1)c1ccnc2ccccc12",1
"O=C1N=Cc2c1c1c(c3[nH]c4ccccc4c23)CCc2ccccc2-1",1
"O=S(=O)(c1ccccc1)N(Cc1ccccc1)[C@@H]1CNC[C@@H]1NCc1ccccc1",1
"O=S(=O)(CCc1ccccc1)c1ccccc1NCc1ccccc1",1
"C1CC[C@H](O[C@H]2CCO[C@H](OC3CCOCC3)C2)OC1",1
"O=C1N[C@@H](c2c(CNCc3ccc4ccn(Cc5c[nH]cn5)c4c3)[nH]c3ccccc23)c2ccccc21",1
"O=C(CN1C(=O)NC2(CCCCC2)C1=O)Nc1ccccc1",1
"c1cc(-c2cc(-c3ncc(CN4CCNCC4)o3)c3cn[nH]c3c2)c2cc[nH]c2c1",1
"O=C(Nc1c[nH]nc1-c1ccccc1)c1cncc2c[nH]nc12",1
"O=C1c2cccc3cccc(c23)C(=O)N1CCc1nc2ccccc2n1-c1ccncc1",1
"c1cc(OC[C@H]2CCCCO2)cc(-c2cn(C3CC(CN4CCC4)C3)c3ncncc23)c1",1
"N=C1Cc2ccccc2C1=Cc1ccc2c(c1)OCCO2",1
"c1ccc2[s+]c3ccccc3nc2c1",1
"c1ccc(-c2[nH+][nH]c3ncncc23)cc1",1
"O=S(=O)(Nc1cncc(-c2cncs2)c1)c1cncs1",1
"O=C1C[C@H](c2ccccc2)Sc2ccccc2N1",1
"O=C(CCc1ccc(-c2ccccc2)cc1)NC(=O)N[C@H]1CCCCO1",1
"c1cc2c3c(c[nH]c3c1)[C@@H]1CCCC[C@H]1C2",1
"B1OCc2ccc(Oc3ccccc3)cc21",1
"O=C(Cc1ccccc1)Nc1cccc(-c2ccccn2)c1",1
"C1COCOC1",1
"O=C(Nc1nc2ccccc2[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccccc3)CC[C@H]2Cc2ccccc2)c1",1
"O=C(Nc1cc(-c2ncccn2)ccn1)C1CC1",1
"c1ccc2c(c1)Cc1c-2n[nH]c1-c1ccncc1",1
"O=C(Nc1ccc2c(=O)[nH]ccc2c1)C1CCCCC1",1
"c1cc(-c2ccc(CN3CCCNCC3)cc2)ccc1CN1CCCNCC1",1
"O=C(C1CCCCC1)N1CC[C@@](c2ccccc2)(S(=O)(=O)c2ccccc2)C1",1
"c1ccc(-c2cn[nH]c2-n2cccc2)nc1",1
"C1CC[C@H]2O[C@H]2C1",1
"c1ccc(CN(CCCOc2ccccc2)CC(c2ccccc2)c2ccccc2)cc1",1
"O=C1CCCc2c1cnn2-c1ccccc1",1
"N=C(NC(=O)Cc1ccccc1)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1",1
"c1cc(CNc2nccn3ccnc23)ccn1",1
"O=C(NCC(=O)C(=O)NN1CCOC1=O)OCCc1nnc(-c2ccccc2)o1",1
"O=c1c(C2=NS(=O)(=O)c3ccccc3N2)cc2ccccc2n1CCC1CC1",1
"O=C(N[C@H](CCN(CC[C@@H]1CC[C@H]2OCO[C@@H]2C1)C(=O)CCN1C(=O)c2ccccc2C1=O)Cc1ccccc1)c1ccc(OCc2ccccc2)cc1",1
"O=C(NCc1ccccc1)N(c1ccccc1)c1ccncn1",1
"c1ccc2sc(Cc3c[nH]c4ccccc34)nc2c1",1
"O=C(Nc1ccc2[nH]ccc2c1)c1cccc(N2CCOCC2)c1",1
"O=c1ccc2c(-c3cccnc3)cnc(N[C@@H]3CCNC[C@@H]3OCC3CCS(=O)(=O)CC3)c2[nH]1",1
"O=c1ccn([C@H]2CC[C@H](CN[C@@H](c3ccccc3)c3ncc[nH]3)O2)c(=O)[nH]1",1
"O=C(COc1ccccc1)Nc1ccc2[nH]nnc2c1",1
"O=C(CN1C(=O)CSc2ccccc21)Nc1c(-c2ccccc2)nc2ccccn12",1
"c1ccc2c(c1)ncn1ncnc21",1
"O=C(C=CC=CC=CC=CC(=O)O[C@H]1CCO[C@@H](c2ccc3c(c2)C(=O)[C@]24CCC5CC=CC(=O)C5[C@]2(O4)C3=O)C1)Nc1cc2ccccc2oc1=O",1
"O=c1nc[nH]c2c1ncn2[C@@H]1CC[C@H](CO[PH](=O)O[PH](=O)O[PH](=O)OC[C@H]2O[C@@H](n3c[nH+]c4c(=O)[nH]cnc43)[C@H]3OCO[C@@H]32)O1",1
"O=C(N[C@@H]1CCCc2ccccc21)[C@H]1CN2CCC[C@@H]2CN1C(=O)CC1CCCCC1",1
"c1cnc2sccc2n1",1
"c1coc(-c2ccc3c(c2)[nH]c2ccccc23)c1",1
"O=C(NC1CCNCC1)c1cc(-c2ccccc2Oc2ccccc2)on1",1
"O=C1CC[C@@H](O[C@H]2CCCCO2)CN1",1
"O=C(CN1C(=O)N(c2ccccc2)C=C[C@@H]1c1ccccc1)N1CCNCC1",1
"O=C(NCC(=O)N1CCCC1)[C@H]1O[C@H]1C(=O)NCc1ccccc1",1
"O=c1ccn(COCCCCNS(=O)(=O)c2ccccc2)c(=O)[nH]1",1
"c1ccc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)nc2c1",1
"O=C1c2ccccc2C(=O)c2c1ccc1c2N[C@@H]2C#CC=CC#CC[C@@]13OC23",1
"c1ccc(CNc2nc(-c3ccccc3)nc3ccccc23)cc1",1
"O=[S@@]1C[C@@H](Cc2ccccc2)C[C@@H](NCc2ccccc2)C1",1
"O=C(c1ccccc1OCc1ccccc1)N1CCc2cc(-c3cscn3)ccc21",1
"O=C(NS(=O)(=O)c1ccco1)c1[nH]c2c(-c3cn[nH]c3)cccc2c1CCCOc1ccccc1",1
"O=c1ncccn1[C@@H]1CC[C@@H](CO[PH](=O)O[PH](=O)OCCNS(=O)(=O)c2cccc3ccccc23)O1",1
"O=C(N[C@@H](CCNS(=O)(=O)c1ccc2ncsc2c1)Cc1ccccc1)[C@@H]1CN(c2ccccc2)C(=O)O1",1
"c1ccc2c(c1)cc1c3c(ncn32)CCC1",1
"O=[PH](OC[C@@H]1CC[C@@H](n2cnc3cncnc32)O1)O[PH](=O)SSCC1=CCNC1",1
"c1ccc(Oc2ccc(SCC3CCOCC3)cc2)cc1",1
"O=c1[nH]c2nccc-2cn1[C@@H]1CCCO1",1
"c1ccc(CCC[C@H]2COCCN2)cc1",1
"O=c1[nH]oc2cccc(Nc3ccccc3)c12",1
"O=S(=O)(NCc1ccc(-c2cnoc2COc2ccccc2)cc1)C1CC1",1
"C1COC[C@@]2(CCOC2)N1",1
"c1ccc(-c2ccc3n[nH]cc3c2)cc1",1
"O=c1[nH]c(CN2CC(c3ncccn3)C2)nc2c1cnn2C1CCCC1",1
"c1ccc(Oc2ccc(-c3cn(C4CCOCC4)c4ncncc34)cc2)cc1",1
"O=C(NCCC=Cc1ccccc1)c1ccc2ccccc2c1",1
"c1cc2cc(c1)-c1cnn3ccc(nc13)NCCOCCO2",1
"O=S(=O)(Nc1nc2cccc(-c3cccnc3)c2o1)c1ccccc1",1
"O=C(N[C@H]1CCO[C@H](S[C@@H]2C[C@@H](NC(=O)c3ccccc3)CCO2)C1)c1ccccc1",1
"O=C1NC(=O)[C@H](Cc2ccc(Oc3ccccc3)cc2)S1",1
"O=C1C=CC2C(=C1)CC[C@H]1[C@@H]2CCC2C3OCO[C@H]3C[C@@H]21",1
"c1ccc(-c2ncn(C3CCNCC3)c2-c2ccncn2)cc1",1
"O=C(CCNC(=O)CNC(=O)OCc1ccccc1)NCCCN1CCNCC1",1
"O=C1C=C(Nc2nnn[nH]2)CCC1",1
