CHEM_COMP_ID
SU0
TRI
X0T
CBL
MPT
8CL
617
245
ETY
LPB
LEU
X8Z
3NF
B21
AAC
8AC
2BR
791
LOC
IPB
MOA
TOR
OCA
OAM
AXC
HE2
MET
IJZ
CCM
ZIT
PYR
DQN
PPI
MRE
MPX
CT5
GHP
TSS
FSB
24B
IDM
HYN
SHH
ES2
278
ENO
SET
TNE
D12
MSU
NIX
SHA
PFP
4G2
BMD
C1M
DIP
2KT
ES6
4CH
TPR
GLC
NTM
SAN
URB
CRN
EPT
DME
DTT
PZO
6PC
2RH
CT0
FTE
DTG
9DN
AXX
3BZ
N23
PXL
DEX
43M
B95
TYR
NTB
Z82
BSB
ICC
1AC
EHD
BZB
0PA
PDC
ANG
HID
SBT
GOL
JZ2
3A3
KLT
ES3
IPH
FU2
2PM
DCY
TNL
BNF
TCZ
GMN
PGO
5CH
268
1IQ
ARW
5OB
HAE
4HP
ACH
2CH
ZZ8
PG5
XAN
MLA
7CL
TYL
LSA
TOF
AHC
G14
MAH
AMR
BA1
MLL
BA
FLU
DNC
B48
GMP
3QO
PB
MHA
MEU
738
NIZ
B53
3HP
HC4
BCN
JNZ
MIG
X0W
20E
4NC
L13
XAV
AF
D3M
34C
TOP
EMU
CBW
1MR
MMA
ACE
NLG
80G
MSM
2HT
IBM
BZZ
HO3
PNV
FU1
APZ
ET
GVE
9CA
HNQ
ACA
BUA
SAK
537
SS1
147
4WF
4M0
31F
B3W
IBK
O4B
P9L
PKJ
RT0
SE2
UWU
XZZ
1GD
1ON
ZO0
04T
1RV
2C0
28E
2HO
1XS
25F
25O
2HQ
2HV
2LW
5CU
HZN
D44
F70
HRO
J2T
OHB
A73
3VY
UP8
LAY
5YQ
45M
5LR
D8S
80Q
5D1
3O6
W77
ERH
5XB
6WT
70S
71A
7MU
70T
71B
AR5
FGZ
6UW
6X8
71G
71K
7ZF
RAU
6OT
7NC
F76
A95
57Q
LSN
141
ZUF
3XG
37W
6N6
TGX
3VS
3S5
PH8
WDV
4EE
49N
4A5
9Z0
A65
8AS
A1O
Y03
1Y6
40K
4HU
MKS
4JN
FSU
3RL
4UC
H8N
S2O
6RQ
UAN
56F
8YH
7NW
AJY
0TO
07L
M30
KNL
0EC
EAC
0R0
01Z
0D1
02N
RBV
TLS
01U
ZF0
0FR
MLT
SFE
02K
4SH
3RG
ONB
NPX
0FO
DFH
TLF
4OS
F02
1FG
IQ0
01V
1E7
0HN
2CT
A20
13X
0YC
0OP
IWT
549
5G8
43L
FY8
P9P
6U6
4ZU
4K2
6SU
5LL
6Q9
78W
6FZ
71Q
B1C
7UX
9E5
HPP
MBN
BFR
GVA
BOG
CNX
CQL
JUG
5AE
H05
2QC
2ZX
5UH
0BP
QMR
64S
7W1
DEW
BKY
7GC
9XK
9VW
9W5
9WE
DMF
CCN
TME
D22
DIA
B55
9CL
TYE
COU
CU
XDI
GNG
BNS
SO2
AX8
TBG
CMS
AGU
SCK
TZ1
BER
DCL
2NA
104
V55
SMN
CRD
1AZ
BPZ
CO
KEN
PRO
LZM
2DI
CQA
C21
NO3
SZ9
HCS
12Q
FC2
BVG
CU1
3IO
GUN
KRM
LZ1
Z80
DSG
TBP
54D
BHL
GCH
OEG
3CO
EYK
2RB
HAB
1A5
0VJ
GDE
SFY
BZE
KOB
S0K
JS3
S0D
2AK
1LD
MXM
36M
4ER
XXC
4EU
47Q
4FM
47G
47U
4AQ
XBZ
6J5
7T1
7FF
72V
8SD
6AV
6JY
O8N
93B
RMR
9XG
L89
L60
9FN
83R
8OE
6SO
7CG
A1Y
8N8
9KZ
BFW
IAC
5P3
OYS
4MA
CFB
VIA
92G
6MP
NCM
458
9AC
LEI
GNT
NON
TMA
XQG
35C
192
TMM
VI
1CI
HXX
SPM
4FE
MST
HCZ
II2
TP0
NFL
I3A
2FY
LNK
HM3
PM6
BZS
BE2
ANS
RTL
CY1
0A1
CTC
DGX
RUF
JN3
PMA
N2M
PD
NBI
I7B
HOH
ZD6
BYH
BRG
T13
XYS
GVC
SLI
DM2
ETE
1PE
HIO
NLE
CLS
5BR
ETF
SB
KXN
IND
ID2
LEC
HTJ
N3D
CHB
LJ3
4MD
PHE
TA5
TDU
B2J
GD3
DHY
CAQ
PBO
EUG
FBW
NEH
2A1
PZA
WA1
WSK
LI
11S
CHX
ANN
TLD
U55
SAL
LPA
CHM
EV3
AN3
68H
D4P
JZ1
3FX
SER
ADE
SYY
ZHH
TAU
PXY
NC6
CDU
AMT
2AE
A04
REF
OXD
TRD
MPO
FAV
MNS
PPN
Z22
NBB
QNC
1DO
ZYX
5NI
PIH
CP7
HBD
MMZ
DUR
ETX
JPR
TCL
MAJ
RCO
ROP
P2M
HY1
PLO
ESD
GZ2
RLT
SRT
3AB
AE3
YTP
0MB
12I
2JX
3WC
4WL
9MT
9VU
C56
Q6T
UEG
VAB
2J2
QY9
KFQ
PYJ
RRO
HRC
46L
68A
KP6
7UU
7XX
TCV
27L
XA7
5R8
5WV
5WZ
06R
SZ5
O82
2XH
3TK
2ON
4XH
TUL
WMR
XM0
4N6
WDT
BBI
4FT
A5E
A5H
A6W
A7H
A8K
0XM
1EK
A9M
DWV
31D
4JL
Y04
4JQ
CH9
E24
4X3
6BK
Y3L
6VP
6P5
6KX
51S
56E
56L
56T
8CV
XXE
7NF
01R
E4B
RNK
RLI
41L
04S
MIO
Q8A
04G
SA0
F91
MLO
00X
2CJ
TOE
FUZ
NHI
02J
I30
01Y
KNA
DN6
NX6
3T1
MOK
DBJ
LUR
EGM
FIV
0LA
EMJ
X02
F94
1FD
431
09V
0FW
94W
RF4
BM0
3UE
4KL
5OF
GCZ
6T0
51X
54G
6T5
A4Z
4K3
ITN
5GC
74U
GZB
NPQ
8D4
AQ1
TXQ
BEN
FTZ
RA1
DPR
OCT
GBS
3EW
B23
CLI
2O8
C5E
GJB
MRW
NZ2
QH3
36O
KI3
6LH
IEE
6QF
65D
LQB
7VS
6LU
EZS
8C3
BN7
FCL
NRG
3TR
MDX
FE
BNL
2TN
BNZ
CTI
GGL
SKF
AZG
IOB
OXQ
PFB
PZM
DBP
S10
CXP
723
GF1
N8C
SY9
NPS
URF
XYP
JZR
AZZ
RAB
UN1
HFB
QSO
FB1
6AP
NCA
DE1
PHB
NTN
RUT
GRE
2MN
INE
2AQ
HFZ
4BY
NVP
GUA
DZG
IMW
KOJ
18F
2BI
1OX
BL2
BYZ
LCL
A36
29N
L46
MFW
XXR
4F9
7EY
76Y
7CD
8H4
70Q
5KN
JS1
L99
7ZC
8VH
8M8
3AM
DA1
PG9
AMH
CVI
N4E
2MY
LAZ
HCC
NIM
CL6
A19
HP6
NFZ
1CB
BP7
12B
A13
TSR
093
ANC
PBN
IMN
FOR
3HM
DOB
GOA
DCI
DXC
D1V
BOL
PGR
DAL
OTC
855
FMJ
LXN
TF4
MT0
FBT
42C
3TC
THA
ILE
GM1
IN
4OX
MHW
SZ1
C2A
NPY
XIX
I3C
K05
OXM
ZYV
ZIP
DEQ
ISN
3DP
TAR
GA3
UNK
4DE
BHQ
DCD
TEP
HQY
PLU
LCY
4FF
ABN
EDN
FT6
DFW
8MO
PEM
CYH
2AI
F13
3AD
2MP
NTA
3D1
RJ6
DGN
SX1
AZA
PIL
204
TRJ
7NI
PAC
LAN
AX7
BML
LPR
4TB
II4
TDR
MXX
37T
HPA
PUT
2OH
RHN
1NE
NMG
NVA
13D
DNF
CHT
PY7
NI
MPP
D4G
BVC
AFF
DMG
YEG
032
DES
D1T
AOA
TZE
LOM
ASP
CD
4P5
ATZ
011
DQH
GB
MGR
SR
ACN
L21
PYG
TES
1BO
AIN
PBP
173
P4P
FUX
04V
DPN
4AN
CLM
D26
IP0
4ME
9F9
36G
52C
CWS
C1V
F36
F40
MZ0
NKH
Q0B
Q7U
WDL
16Q
2O1
20N
2HU
2J1
9KQ
BAQ
20P
36I
3SY
0BE
31R
579
41F
56M
5NQ
BKE
45Y
51F
5GV
5RN
AZ9
DJ6
NRW
7MW
70V
718
7WO
YTX
27K
2P3
38U
43C
45E
6W2
UMK
SZL
5F4
8WT
9V5
K3T
2XR
E30
KB8
3GZ
39G
3H2
6N4
JF6
3VW
5UC
4A7
4Y8
PX9
4KK
3AQ
4LV
4M4
4QH
49P
5VU
A9B
AY4
15N
1C6
3F8
4JH
4JO
620
3WF
53E
54U
54W
4JC
4JE
5TT
4X6
6SV
6LR
6X7
VIS
6VD
51V
6S5
NLW
8N6
7KT
YTZ
HQE
I75
PK6
QAB
TID
BX7
0LH
HMZ
0WU
YIV
SMX
FLR
GEE
5AO
03S
911
GHS
0C9
16Y
17C
1FP
RKE
IRA
DN8
N7I
P7I
0CT
1DY
BTE
1CT
14N
0XE
07V
15E
20B
14B
0K7
C9H
3QB
PO6
FYU
GBM
53Y
3U4
S8A
6RO
4Z1
4Z4
5JF
6JM
6JO
6XI
8PF
6M9
5OZ
3LF
F31
PKU
9TK
MCM
Q4G
7M0
PYQ
SSP
PRY
TFZ
2KU
1U7
2D0
2ZQ
6MU
